Record,Section,Field,Value
5,General,Chatbot Supported Intents 9,What is blackwater fever?
5,General,Chatbot Supported Intents 10,What causes anemia in malaria?
6,Source,Title,Malaria
6,Source,Publisher,"Centre for Opportunistic, Tropical and Hospital Infections (COTHI)"
6,Source,Institution,"National Institute for Communicable Diseases (NICD), South Africa"
6,Source,Editor Introduction,Prof. Lucille Blumberg
6,Source,Document Type,public health and academic monograph
6,Source,Pages,44
6,Source,Credibility,authoritative
6,Disease Overview,Name,Malaria
6,Disease Overview,Definition,"A preventable and treatable parasitic disease caused by Plasmodium species, requiring a mosquito vector and a vertebrate host."
6,Disease Overview > History,Earliest Records,Chinese medical texts ~2700 BC
6,Disease Overview > History,Etiology Discovery,Plasmodium identified in human blood in 1880
6,Disease Overview > History,Vector Role Elucidated,Mosquito transmission clarified ~17 years later
6,Disease Overview > History,Etymology,Italian 'mal' (bad) + 'aria' (air)
6,Key Facts,Global Risk Population Fraction,≈50%
6,Key Facts,Annual Cases 2015,≈214 million
6,Key Facts,Annual Deaths 2015,"≈438,000"
6,Key Facts,Africa Share Cases,>80%
6,Key Facts,Africa Share Deaths,>90%
6,Key Facts,Child Mortality Africa,≈1 child per minute
6,Key Facts,Vector Biting Time,dusk to dawn
6,Key Facts,Immunity,rapidly wanes without repeated exposure
6,Key Facts,High Risk Travelers,non-immune travelers
6,Key Facts,Core Control Message,early diagnosis and prompt treatment reduce severe disease and death
6,Causative Parasites,Human Species 1,Plasmodium falciparum
6,Causative Parasites,Human Species 2,Plasmodium vivax
6,Causative Parasites,Human Species 3,Plasmodium ovale
6,Causative Parasites,Human Species 4,Plasmodium malariae
6,Causative Parasites,Human Species 5,Plasmodium knowlesi
6,Causative Parasites > Species Profiles > Falciparum,Virulence,highest
6,Causative Parasites > Species Profiles > Falciparum,Dominant Region,Africa
6,Causative Parasites > Species Profiles > Falciparum,Pathology 1,rapid RBC invasion and destruction
6,Causative Parasites > Species Profiles > Falciparum,Pathology 2,severe anemia
6,Causative Parasites > Species Profiles > Falciparum,Pathology 3,central nervous system involvement
6,Causative Parasites > Species Profiles > Falciparum,Pathology 4,multi-organ failure
6,Causative Parasites > Species Profiles > Vivax,Virulence,generally lower
6,Causative Parasites > Species Profiles > Vivax,Distribution,widest
6,Causative Parasites > Species Profiles > Vivax,Special Features 1,hypnozoites (dormant liver stage)
6,Causative Parasites > Species Profiles > Vivax,Special Features 2,relapsing malaria
6,Causative Parasites > Species Profiles > Vivax,Special Features 3,risk of splenomegaly and splenic rupture
6,Causative Parasites > Species Profiles > Ovale,Features 1,hypnozoites
6,Causative Parasites > Species Profiles > Ovale,Features 2,relapsing malaria
6,Causative Parasites > Species Profiles > Ovale,Features 3,generally mild disease
6,Causative Parasites > Species Profiles > Malariae,Features 1,chronic infection
6,Causative Parasites > Species Profiles > Malariae,Features 2,quartan fever pattern
6,Causative Parasites > Species Profiles > Malariae,Features 3,renal complications possible
6,Causative Parasites > Species Profiles > Knowlesi,Status,fifth human malaria parasite
6,Causative Parasites > Species Profiles > Knowlesi,Reservoir,long-tailed macaque monkeys
6,Causative Parasites > Species Profiles > Knowlesi,Region,Southeast Asia
6,Causative Parasites > Species Profiles > Knowlesi,Risk,potentially lethal due to 24-hour replication cycle
6,Causative Parasites > Species Profiles > Knowlesi,Diagnostic Issue,often misidentified as P. malariae
6,Vector Biology,Vector,female Anopheles mosquito
6,Vector Biology > Species Count,Recognized,~460
6,Vector Biology > Species Count,Vectors Of Human Malaria,~60
6,Vector Biology,African Major Vectors 1,Anopheles gambiae
6,Vector Biology,African Major Vectors 2,Anopheles arabiensis
6,Vector Biology,African Major Vectors 3,Anopheles funestus
6,Vector Biology,Transmission Requirements 1,female blood feeding on vertebrates
6,Vector Biology,Transmission Requirements 2,mosquito immune tolerance allowing parasite development to salivary glands
6,Life Cycle > Hosts,Definitive Host,female Anopheles mosquito
6,Life Cycle > Hosts,Intermediate Host,human
6,Life Cycle,Stages 1,infective sporozoites injected during mosquito bite
6,Life Cycle,Stages 2,liver (pre-erythrocytic) stage with asexual multiplication
6,Life Cycle,Stages 3,blood (erythrocytic) stage causing symptoms
6,Life Cycle,Stages 4,gametocyte development in human blood
6,Life Cycle,Stages 5,sexual reproduction and sporogony in mosquito
6,Life Cycle > Incubation,Falciparum Days,≈10–14
6,Life Cycle > Incubation,Other Species,often longer
6,Life Cycle > Incubation,Asymptomatic Phase,liver stage
6,Life Cycle > Relapse Mechanism,Species 1,P. vivax
6,Life Cycle > Relapse Mechanism,Species 2,P. ovale
6,Life Cycle > Relapse Mechanism,Cause,reactivation of hypnozoites
6,Clinical Features,Uncomplicated Malaria 1,fever >37.5°C
6,Clinical Features,Uncomplicated Malaria 2,headache
6,Clinical Features,Uncomplicated Malaria 3,rigors (cold shivers/hot sweats)
6,Clinical Features,Uncomplicated Malaria 4,myalgia/arthralgia
6,Clinical Features,Uncomplicated Malaria 5,"nausea, vomiting, diarrhea"
6,Clinical Features,Uncomplicated Malaria 6,loss of appetite
6,Clinical Features,Uncomplicated Malaria 7,lethargy
6,Clinical Features,Severe Malaria 1,impaired consciousness
6,Clinical Features,Severe Malaria 2,inability to sit or stand
6,Clinical Features,Severe Malaria 3,multiple convulsions
6,Clinical Features,Severe Malaria 4,respiratory distress
6,Clinical Features,Severe Malaria 5,circulatory collapse
6,Clinical Features,Severe Malaria 6,jaundice
6,Clinical Features,Severe Malaria 7,pulmonary edema
6,Clinical Features,Severe Malaria 8,ARDS
6,Clinical Features,Severe Malaria 9,hemoglobinuria
6,General,High Risk Groups 1,young children under 5
6,General,High Risk Groups 2,pregnant women
6,General,High Risk Groups 3,non-immune individuals
6,General,High Risk Groups 4,"immunocompromised patients (HIV, chemotherapy)"
6,General,High Risk Groups 5,splenectomized individuals
6,General,High Risk Groups 6,elderly
6,Diagnosis,Recommendation,Test all flu-like illness after travel to malaria risk areas regardless of season or prophylaxis use.
6,Diagnosis,Methods 1,microscopic examination of stained blood smears
6,Diagnosis,Methods 2,rapid diagnostic tests (RDTs)
6,Diagnosis,Methods 3,molecular techniques (PCR)
6,Diagnosis,Methods 4,LAMP for low parasitaemia detection
6,Diagnosis,Principle,parasite-based confirmation before treatment whenever possible
6,Treatment,Core Therapy,artemisinin-based combination therapy (ACT)
6,Treatment,Indication,especially for P. falciparum malaria
6,Treatment,Public Health Effect 1,reduces disease severity
6,Treatment,Public Health Effect 2,prevents deaths
6,Treatment,Public Health Effect 3,reduces transmission
6,Prevention,Community Level 1,vector control
6,Prevention,Community Level 2,indoor residual spraying (IRS)
6,Prevention,Community Level 3,long-lasting insecticidal nets (LLINs)
6,Prevention,Individual Level 1,bed nets
6,Prevention,Individual Level 2,repellents
6,Prevention,Individual Level 3,window and door screens
6,Prevention,Individual Level 4,coils and sprays
6,Prevention,Individual Level 5,chemoprophylaxis for travelers
6,Global Distribution,Origin,P. falciparum likely originated in Africa
6,Global Distribution,Historical Trend 1,global prevalence in early 1900s
6,Global Distribution,Historical Trend 2,decline after DDT introduction
6,Global Distribution,Historical Trend 3,eradication in Europe and America
6,Global Distribution,Historical Trend 4,resurgence in parts of Asia after program cessation
6,Global Distribution,Current Status,More than half of the world population remains at risk
6,Africa Context,Drivers Of High Transmission 1,favorable climate
6,Africa Context,Drivers Of High Transmission 2,limited health infrastructure
6,Africa Context,Drivers Of High Transmission 3,poverty
6,Africa Context,Drivers Of High Transmission 4,drug and insecticide resistance
6,Africa Context,Drivers Of High Transmission 5,counterfeit antimalarials
6,Africa Context,Drivers Of High Transmission 6,high HIV prevalence
6,Africa Context,Drivers Of High Transmission 7,population movement and conflict
6,South Africa Context,Historical Distribution 1,Limpopo
6,South Africa Context,Historical Distribution 2,Mpumalanga
6,South Africa Context,Historical Distribution 3,KwaZulu-Natal
6,South Africa Context,Historical Distribution 4,northern Gauteng
6,South Africa Context,Control History 1,early larviciding and quinine
6,South Africa Context,Control History 2,IRS with pyrethrum and later DDT
6,South Africa Context,Control History 3,vector elimination successes
6,South Africa Context,Control History 4,drug policy shifts due to resistance
6,South Africa Context,Recent Strategies 1,reintroduction of DDT
6,South Africa Context,Recent Strategies 2,ACT adoption (artemether-lumefantrine)
6,South Africa Context,Recent Strategies 3,goal of malaria elimination
6,Surveillance And Research,Vcrl Functions 1,vector identification
6,Surveillance And Research,Vcrl Functions 2,insecticide resistance monitoring
6,Surveillance And Research,Vcrl Functions 3,operational research
6,Surveillance And Research,Vcrl Functions 4,training and technical support
6,Surveillance And Research,Vcrl Functions 5,evaluation of new control methods
6,Surveillance And Research > Drug Resistance Tracking,Methods 1,clinical efficacy monitoring
6,Surveillance And Research > Drug Resistance Tracking,Methods 2,molecular marker surveillance
6,Surveillance And Research > Drug Resistance Tracking,Purpose,early detection and timely policy change
6,Special Topics > Sterile Insect Technique,Principle,release of sterilized males to suppress vector populations
6,Special Topics > Sterile Insect Technique,Advantages 1,non-chemical
6,Special Topics > Sterile Insect Technique,Advantages 2,resistance management
6,Special Topics > Sterile Insect Technique,Advantages 3,environmental protection
6,Special Topics > Odyssean Malaria,Definition,malaria transmission outside endemic areas via transported mosquitoes
6,Special Topics > Odyssean Malaria,Examples 1,airport malaria
6,Special Topics > Odyssean Malaria,Examples 2,suitcase/baggage malaria
6,Special Topics > Odyssean Malaria,Examples 3,minibus or taxi-rank malaria
6,Special Topics > Odyssean Malaria,Risk,higher mortality due to delayed diagnosis
6,Special Topics > Elimination Challenge,Asymptomatic Carriers,True
6,Special Topics > Elimination Challenge,Submicroscopic Infections,True
6,Special Topics > Elimination Challenge,Emerging Tools 1,LAMP
6,General,Chatbot Supported Intents 1,What is malaria?
6,General,Chatbot Supported Intents 2,How is malaria transmitted?
6,General,Chatbot Supported Intents 3,Which Plasmodium species infect humans?
6,General,Chatbot Supported Intents 4,Why is falciparum malaria dangerous?
6,General,Chatbot Supported Intents 5,Explain the malaria life cycle
6,General,Chatbot Supported Intents 6,What are the symptoms of malaria?
6,General,Chatbot Supported Intents 7,Who is at high risk for malaria?
6,General,Chatbot Supported Intents 8,How is malaria diagnosed?
6,General,Chatbot Supported Intents 9,What is ACT therapy?
6,General,Chatbot Supported Intents 10,How can malaria be prevented?
6,General,Chatbot Supported Intents 11,Why is malaria common in Africa?
6,General,Chatbot Supported Intents 12,What is odyssean malaria?
6,General,Chatbot Supported Intents 13,How is malaria being eliminated in South Africa?
7,Source,Title,Management of Severe Malaria: A Practical Handbook
7,Source,Edition,3rd
7,Source,Year,2012
7,Source,Publisher,World Health Organization
7,Source,Programme,Global Malaria Programme
7,Source,Isbn,9789241548526
7,Source,Audience 1,clinicians
7,Source,Audience 2,hospital staff
7,Source,Audience 3,health workers in endemic and non-endemic areas
7,Source,Credibility,WHO guideline
7,Disease,Name,Severe malaria
7,Disease,Primary Cause,Plasmodium falciparum
7,Disease,Other Species Causing Severe Disease 1,Plasmodium vivax
7,Disease,Other Species Causing Severe Disease 2,Plasmodium knowlesi
7,Disease,Core Risk,Delay in diagnosis or treatment
7,Definition,Severe Malaria,Malaria with clinical or laboratory evidence of vital organ dysfunction
7,Definition,Clinical Rule,Low threshold for starting parenteral treatment when severe malaria is suspected
7,Epidemiology,Global Population At Risk,>40%
7,Epidemiology,Countries With Transmission,99
7,Epidemiology,High Mortality Group,Children under 5 years in sub-Saharan Africa
7,Epidemiology,Non Endemic Risk,Returned travelers
7,Severe Malaria Types > Severe Falciparum Malaria,Mortality,highest
7,Severe Malaria Types > Severe Falciparum Malaria,Note,Responsible for nearly all malaria deaths
7,Severe Malaria Types > Severe Vivax Malaria,Severity,less common but potentially fatal
7,Severe Malaria Types > Severe Vivax Malaria,Common Complications 1,severe anemia
7,Severe Malaria Types > Severe Vivax Malaria,Common Complications 2,respiratory distress
7,Severe Malaria Types > Severe Knowlesi Malaria,Replication Cycle,24 hours
7,Severe Malaria Types > Severe Knowlesi Malaria,Risk,rapid parasitemia increase
7,Severe Malaria Types > Severe Knowlesi Malaria,Diagnostic Issue,misidentified as P. malariae
7,Severe Malaria Types > Severe Knowlesi Malaria,Confirmation,PCR
7,Clinical Features Severe Malaria,Neurological 1,impaired consciousness
7,Clinical Features Severe Malaria,Neurological 2,unrousable coma
7,Clinical Features Severe Malaria,Neurological 3,multiple convulsions (>2 in 24h)
7,Clinical Features Severe Malaria,Neurological 4,abnormal posturing
7,Clinical Features Severe Malaria,Respiratory 1,deep breathing (metabolic acidosis)
7,Clinical Features Severe Malaria,Respiratory 2,acute pulmonary oedema
7,Clinical Features Severe Malaria,Respiratory 3,ARDS
7,Clinical Features Severe Malaria,Circulatory 1,shock
7,Clinical Features Severe Malaria,Circulatory 2,circulatory collapse
7,Clinical Features Severe Malaria,Renal 1,acute kidney injury
7,Clinical Features Severe Malaria,Renal 2,oliguria
7,Clinical Features Severe Malaria,Renal 3,anuria
7,Clinical Features Severe Malaria,Hematological 1,severe anemia
7,Clinical Features Severe Malaria,Hematological 2,abnormal bleeding
7,Clinical Features Severe Malaria,Hematological 3,DIC
7,Clinical Features Severe Malaria,Hematological 4,haemoglobinuria
7,Clinical Features Severe Malaria,Metabolic 1,hypoglycaemia
7,Clinical Features Severe Malaria,Metabolic 2,metabolic acidosis
7,Clinical Features Severe Malaria,Metabolic 3,hyperlactataemia
7,Clinical Features Severe Malaria,Hepatic 1,clinical jaundice with organ dysfunction
7,General,High Risk Groups 1,children under 5
7,General,High Risk Groups 2,pregnant women (2nd and 3rd trimester)
7,General,High Risk Groups 3,non-immune travelers
7,General,High Risk Groups 4,HIV/AIDS patients
7,General,High Risk Groups 5,splenectomized patients
7,Parasitaemia Risk,Low Transmission Areas,"risk increases >100,000 parasites/µL (~2.5%)"
7,Parasitaemia Risk,Any Setting High Risk,>20% parasitaemia
7,Parasitaemia Risk,Note,Low peripheral parasitaemia does not exclude severe disease
7,Diagnosis,Clinical Principle,High index of suspicion in any febrile illness with exposure history
7,Diagnosis,Gold Standard,Microscopy (thick and thin blood films)
7,Diagnosis > Rdt Use,When Microscopy Unavailable,True
7,Diagnosis > Rdt Use,Pfhrp2 Limitations 1,cannot monitor treatment response
7,Diagnosis > Rdt Use,Pfhrp2 Limitations 2,remains positive up to 4 weeks
7,Diagnosis > Monitoring,Parasite Counts,every 12 hours for first 2–3 days
7,Diagnosis > Monitoring,Importance,detect treatment failure or resistance
7,General Management,Admission 1,acute illness ward
7,General Management,Admission 2,ICU if available
7,General Management,Immediate Actions 1,rapid clinical assessment
7,General Management,Immediate Actions 2,blood glucose check
7,General Management,Immediate Actions 3,seizure control
7,General Management,Immediate Actions 4,start parenteral antimalarial immediately
7,General Management > First Line Antimalarial,Drug,intravenous artesunate
7,General Management > First Line Antimalarial,Replacement Of,quinine
7,General Management > First Line Antimalarial,Minimum Duration,24 hours
7,General Management,Step Down Therapy,full course of oral ACT after parenteral therapy
7,Antimalarial Drugs,Preferred,artesunate (IV or IM)
7,Antimalarial Drugs,Alternatives 1,artemether (IM)
7,Antimalarial Drugs,Alternatives 2,quinine (IV)
7,Antimalarial Drugs,Pre Referral 1,rectal artesunate
7,Antimalarial Drugs,Pre Referral 2,suppository artemisinin
7,Nursing Care,Priority,life-saving
7,Nursing Care,Key Measures 1,maintain airway
7,Nursing Care,Key Measures 2,lateral or semi-prone positioning
7,Nursing Care,Key Measures 3,frequent turning (every 2 hours)
7,Nursing Care,Key Measures 4,strict fluid balance monitoring
7,Nursing Care,Key Measures 5,frequent vital signs monitoring
7,Nursing Care,Coma Monitoring 1,Blantyre coma scale (children)
7,Nursing Care,Coma Monitoring 2,Glasgow coma scale (adults)
7,Fluid Management,Children,3–4 ml/kg/hour
7,Fluid Management,Adults,1–2 ml/kg/hour
7,Fluid Management,Rule,avoid rapid bolus
7,Fluid Management,Urine Output Target,>1 ml/kg/hour
7,Management Of Complications > Hypoglycaemia,Threshold,<3 mmol/L
7,Management Of Complications > Hypoglycaemia,Treatment,10% dextrose bolus + infusion
7,Management Of Complications > Hypoglycaemia,Monitoring,frequent glucose checks
7,Management Of Complications > Convulsions,First Line,benzodiazepines
7,Management Of Complications > Convulsions,Second Line,phenytoin
7,Management Of Complications > Convulsions,Warning,high-dose phenobarbitone increases mortality
7,Management Of Complications > Severe Anaemia > Transfusion Thresholds,High Transmission,Hb ≤4 g/dL
7,Management Of Complications > Severe Anaemia > Transfusion Thresholds,Low Transmission,Hb ≤7 g/dL
7,Management Of Complications > Shock,Management 1,maintenance fluids
7,Management Of Complications > Shock,Management 2,broad-spectrum antibiotics
7,Management Of Complications > Respiratory Distress,Cause,metabolic acidosis
7,Management Of Complications > Respiratory Distress,Management 1,oxygen
7,Management Of Complications > Respiratory Distress,Management 2,correct anemia
7,Management Of Complications > Respiratory Distress,Management 3,cautious fluids
7,Management Of Complications > Acute Kidney Injury,Monitoring 1,urine output
7,Management Of Complications > Acute Kidney Injury,Monitoring 2,creatinine
7,Management Of Complications > Acute Kidney Injury,Advanced,dialysis if available
7,Pregnancy,Risk,high maternal and fetal mortality
7,Pregnancy,Treatment,same principles as non-pregnant adults
7,Pregnancy,Complications 1,hypoglycaemia
7,Pregnancy,Complications 2,pulmonary oedema
7,Pregnancy,Complications 3,severe anemia
7,Prognostic Indicators,Poor Outcome Markers 1,coma
7,Prognostic Indicators,Poor Outcome Markers 2,severe acidosis
7,Prognostic Indicators,Poor Outcome Markers 3,hyperparasitaemia
7,Prognostic Indicators,Poor Outcome Markers 4,renal failure
7,Prognostic Indicators,Poor Outcome Markers 5,hypoglycaemia
7,Prognostic Indicators,Poor Outcome Markers 6,shock
7,Common Errors,Diagnosis 1,failure to test for malaria
7,Common Errors,Diagnosis 2,false reassurance from low parasitaemia
7,Common Errors,Management 1,delayed parenteral treatment
7,Common Errors,Management 2,fluid overload
7,Common Errors,Management 3,use of contraindicated drugs
7,General,Chatbot Supported Intents 1,What is severe malaria?
7,General,Chatbot Supported Intents 2,When is malaria considered severe?
7,General,Chatbot Supported Intents 3,How is severe malaria diagnosed?
7,General,Chatbot Supported Intents 4,What is first-line treatment for severe malaria?
7,General,Chatbot Supported Intents 5,How is cerebral malaria managed?
7,General,Chatbot Supported Intents 6,What complications occur in severe malaria?
7,General,Chatbot Supported Intents 7,How is severe malaria treated in children?
7,General,Chatbot Supported Intents 8,How is severe malaria treated in pregnancy?
7,General,Chatbot Supported Intents 9,Why was artesunate preferred over quinine?
7,General,Chatbot Supported Intents 10,What nursing care is required in severe malaria?
8,Source,Title,WHO Guidelines for Malaria
8,Source,Publication Date,2023-03-14
8,Source,Publisher,World Health Organization
8,Source,Programme,Global Malaria Programme
8,Source,Document Code,WHO/UCN/GMP/2023.01
8,Source,License,CC BY-NC-SA 3.0 IGO
8,Source,Scope,Global
8,Source,Credibility,authoritative WHO guideline
8,Disease,Name,Malaria
8,Disease,Cause,Plasmodium parasites
8,Disease,Main Species 1,Plasmodium falciparum
8,Disease,Main Species 2,Plasmodium vivax
8,Disease,Main Species 3,Plasmodium ovale
8,Disease,Main Species 4,Plasmodium malariae
8,Disease,Main Species 5,Plasmodium knowlesi
8,Disease,Transmission,Bite of infected female Anopheles mosquito
8,Disease,Global Risk Population,>50% of world population
8,Guideline Principles,Evidence Framework,GRADE
8,Guideline Principles,Recommendation Types 1,strong recommendation
8,Guideline Principles,Recommendation Types 2,conditional recommendation
8,Guideline Principles,Recommendation Types 3,good practice statement
8,Guideline Principles,Policy Rule,Recommendations may be adapted nationally based on epidemiology and resources
8,Prevention > Vector Control > Insecticide Treated Nets > Pyrethroid Only Llins,Recommendation,strong
8,Prevention > Vector Control > Insecticide Treated Nets > Pyrethroid Only Llins,Evidence Certainty,high
8,Prevention > Vector Control > Insecticide Treated Nets > Pyrethroid Only Llins,Use Case,areas with ongoing malaria transmission
8,Prevention > Vector Control > Insecticide Treated Nets > Pyrethroid Pbo Llins,Recommendation,conditional
8,Prevention > Vector Control > Insecticide Treated Nets > Pyrethroid Pbo Llins,Evidence Certainty,moderate
8,Prevention > Vector Control > Insecticide Treated Nets > Pyrethroid Pbo Llins,Use Case,areas with pyrethroid resistance
8,Prevention > Vector Control > Insecticide Treated Nets > Pyrethroid Pbo Llins,Notes 1,higher cost
8,Prevention > Vector Control > Insecticide Treated Nets > Pyrethroid Pbo Llins,Notes 2,reduced wash durability of PBO
8,Prevention > Vector Control > Insecticide Treated Nets > Pyrethroid Chlorfenapyr Llins,Recommendation,strong
8,Prevention > Vector Control > Insecticide Treated Nets > Pyrethroid Chlorfenapyr Llins,Evidence Certainty,moderate
8,Prevention > Vector Control > Insecticide Treated Nets > Pyrethroid Chlorfenapyr Llins,Use Case,areas with pyrethroid resistance
8,Prevention > Vector Control > Insecticide Treated Nets > Pyrethroid Chlorfenapyr Llins,Status,preferred over pyrethroid-only LLINs
8,Prevention > Vector Control > Insecticide Treated Nets > Pyrethroid Pyriproxyfen Llins,Recommendation,conditional
8,Prevention > Vector Control > Insecticide Treated Nets > Pyrethroid Pyriproxyfen Llins,Evidence Certainty,moderate
8,Prevention > Vector Control > Insecticide Treated Nets > Pyrethroid Pyriproxyfen Llins,Use Case,areas with pyrethroid resistance
8,Prevention > Vector Control > Insecticide Treated Nets > Pyrethroid Pyriproxyfen Llins,Limitations 1,poor cost-effectiveness
8,Prevention > Vector Control > Insecticide Treated Nets > Pyrethroid Pyriproxyfen Llins,Limitations 2,coverage concerns
8,Prevention > Vector Control > Indoor Residual Spraying > Standard Setting,Recommendation,strong
8,Prevention > Vector Control > Indoor Residual Spraying > Standard Setting,Evidence Certainty,low
8,Prevention > Vector Control > Indoor Residual Spraying > Standard Setting,Requirements 1,indoor-feeding vectors
8,Prevention > Vector Control > Indoor Residual Spraying > Standard Setting,Requirements 2,sprayable structures
8,Prevention > Vector Control > Indoor Residual Spraying > Standard Setting,Requirements 3,susceptible vectors
8,Prevention > Vector Control > Indoor Residual Spraying > Humanitarian Emergencies,Recommendation,conditional
8,Prevention > Vector Control > Indoor Residual Spraying > Humanitarian Emergencies,Evidence Certainty,very low
8,Prevention > Vector Control > Co Deployment Itn Irs,Recommendation,against
8,Prevention > Vector Control > Co Deployment Itn Irs,Rationale,priority should be optimal coverage of one intervention
8,Prevention > Vector Control > Supplementary Measures > Larviciding,Recommendation,conditional
8,Prevention > Vector Control > Supplementary Measures > Larviciding,Use Case,"few, fixed, findable breeding sites"
8,Prevention > Vector Control > Supplementary Measures > House Screening,Recommendation,conditional
8,Prevention > Vector Control > Supplementary Measures > House Screening,Evidence Certainty,low to moderate
8,Prevention > Vector Control > Supplementary Measures > Space Spraying,Recommendation,against
8,Prevention > Vector Control > Supplementary Measures > Space Spraying,Reason,"short-lived effect, low impact"
8,Prevention > Vector Control > Supplementary Measures > Topical Repellents,Recommendation,against for community control
8,Prevention > Vector Control > Supplementary Measures > Topical Repellents,Note,may provide individual protection
8,Prevention > Preventive Chemotherapies > Iptp,Target,pregnant women
8,Prevention > Preventive Chemotherapies > Iptp,Drug,sulfadoxine-pyrimethamine
8,Prevention > Preventive Chemotherapies > Iptp,Start,second trimester
8,Prevention > Preventive Chemotherapies > Iptp,Minimum Doses,3
8,Prevention > Preventive Chemotherapies > Iptp,Recommendation,strong
8,Prevention > Preventive Chemotherapies > Pmc,Target,young children in perennial transmission areas
8,Prevention > Preventive Chemotherapies > Pmc,Recommendation,conditional
8,Prevention > Preventive Chemotherapies > Pmc,Delivery Platforms 1,EPI
8,Prevention > Preventive Chemotherapies > Pmc,Delivery Platforms 2,community health workers
8,Prevention > Preventive Chemotherapies > Smc,Target,children in seasonal transmission areas
8,Prevention > Preventive Chemotherapies > Smc,Drug Regimen,SP + amodiaquine
8,Prevention > Preventive Chemotherapies > Smc,Recommendation,strong
8,Prevention > Preventive Chemotherapies > Iptsc,Target,school-aged children
8,Prevention > Preventive Chemotherapies > Iptsc,Recommendation,conditional
8,Prevention > Preventive Chemotherapies > Pdmc,Target,children discharged after severe anemia
8,Prevention > Preventive Chemotherapies > Pdmc,Recommendation,conditional
8,Prevention > Vaccination > Rts S As01,Recommendation,strong
8,Prevention > Vaccination > Rts S As01,Target Group,children from 5 months
8,Prevention > Vaccination > Rts S As01,Schedule,4-dose (or 5-dose seasonal)
8,Prevention > Vaccination > Rts S As01,Use,part of integrated malaria control
8,Case Management > Diagnosis,Rule,All suspected cases must be parasitologically confirmed
8,Case Management > Diagnosis,Methods 1,microscopy
8,Case Management > Diagnosis,Methods 2,rapid diagnostic tests
8,Case Management > Diagnosis,Quality Requirement,quality assurance mandatory
8,Case Management > Treatment Uncomplicated Falciparum,First Line,artemisinin-based combination therapy (ACT)
8,Case Management > Treatment Uncomplicated Falciparum,Recommended Acts 1,artemether-lumefantrine
8,Case Management > Treatment Uncomplicated Falciparum,Recommended Acts 2,artesunate-amodiaquine
8,Case Management > Treatment Uncomplicated Falciparum,Recommended Acts 3,artesunate-mefloquine
8,Case Management > Treatment Uncomplicated Falciparum,Recommended Acts 4,dihydroartemisinin-piperaquine
8,Case Management > Treatment Uncomplicated Falciparum,Recommended Acts 5,artesunate-sulfadoxine-pyrimethamine
8,Case Management > Treatment Uncomplicated Falciparum,Recommended Acts 6,artesunate-pyronaridine
8,Case Management > Treatment Uncomplicated Falciparum,Duration,3 days
8,Case Management > Special Groups > Pregnancy First Trimester,Recommended,artemether-lumefantrine
8,Case Management > Special Groups > Pregnancy First Trimester,Contraindicated 1,antifolate-containing ACTs
8,Case Management > Special Groups > Young Children,Weight Below 5Kg,same mg/kg ACT dosing
8,Case Management > Special Groups > Hiv Coinfection,Avoid 1,AS+SP with cotrimoxazole
8,Case Management > Special Groups > Hiv Coinfection,Avoid 2,AS+AQ with efavirenz
8,Case Management > Special Groups > Non Immune Travellers,Treatment,ACT
8,Case Management > Vivax And Ovale Management > Blood Stage,Chloroquine Sensitive,chloroquine or ACT
8,Case Management > Vivax And Ovale Management > Blood Stage,Chloroquine Resistant,ACT
8,Case Management > Vivax And Ovale Management > Relapse Prevention > Primaquine 14 Day,Dose,0.25 mg/kg/day
8,Case Management > Vivax And Ovale Management > Relapse Prevention > Primaquine 14 Day,G6Pd Testing,required
8,Case Management > Vivax And Ovale Management > Relapse Prevention > Primaquine 7 Day,Dose,0.5 mg/kg/day
8,Case Management > Vivax And Ovale Management > Relapse Prevention > Primaquine 7 Day,Benefit,better adherence
8,Case Management > Vivax And Ovale Management > Relapse Prevention > Primaquine 7 Day,Recommendation,conditional
8,Case Management > Severe Malaria,First Line,intravenous or intramuscular artesunate
8,Case Management > Severe Malaria,Minimum Duration,24 hours
8,Case Management > Severe Malaria,Completion,3-day ACT after oral tolerance
8,Case Management > Severe Malaria > Child Dosing,Below 20Kg,3 mg/kg per dose
8,Case Management > Severe Malaria > Child Dosing,Others,2.4 mg/kg per dose
8,Case Management > Severe Malaria > Pre Referral,Preferred,IM artesunate
8,Case Management > Severe Malaria > Pre Referral,Alternative,rectal artesunate (children <6 years)
8,Elimination And Surveillance,Not Recommended 1,mass testing and treatment (MTaT)
8,Elimination And Surveillance,Not Recommended 2,routine testing at points of entry
8,Elimination And Surveillance,Conditionally Recommended 1,targeted drug administration
8,Elimination And Surveillance,Conditionally Recommended 2,reactive drug administration
8,Elimination And Surveillance,Conditionally Recommended 3,reactive case detection and treatment
8,Elimination And Surveillance,Conditionally Recommended 4,reactive indoor residual spraying
8,Elimination And Surveillance,Surveillance Role,core function in elimination and prevention of re-establishment
8,General,Key Good Practice Statements 1,Do not scale back vector control in areas with ongoing transmission
8,General,Key Good Practice Statements 2,Use WHO-prequalified products only
8,General,Key Good Practice Statements 3,First-line treatment drugs should not be used for chemoprevention
8,General,Key Good Practice Statements 4,Fixed-dose combinations preferred over loose tablets
8,General,Chatbot Intents Supported 1,What are the WHO guidelines for malaria?
8,General,Chatbot Intents Supported 2,How is malaria prevented according to WHO?
