Record,Section,Field,Value
4,Treatment,Key Rules 2,Never add one drug to a failing regimen
4,Treatment,Key Rules 3,Treatment must be completed fully
4,Treatment,Key Rules 4,Directly observed therapy is essential
4,Treatment > Drug Resistance,Causes 1,Incomplete treatment
4,Treatment > Drug Resistance,Causes 2,Incorrect drug combinations
4,Treatment > Drug Resistance,Causes 3,Poor supervision
4,Treatment > Drug Resistance,Types 1,Mono-resistant TB
4,Treatment > Drug Resistance,Types 2,Multidrug-resistant TB (MDR-TB)
4,Prevention,Primary Measures 1,Early diagnosis
4,Prevention,Primary Measures 2,Complete treatment of infectious cases
4,Prevention > Vaccination,Name,BCG
4,Prevention > Vaccination,Target Group,Infants in high-burden countries
4,Prevention > Vaccination,Protection 1,Tuberculous meningitis
4,Prevention > Vaccination,Protection 2,Miliary tuberculosis
4,Prevention > Vaccination,Limitations 1,Limited effect on adult pulmonary TB
4,Prevention > Vaccination,Limitations 2,No benefit from repeat vaccination
4,Prevention,Environmental 1,Improved ventilation
4,Prevention,Environmental 2,Reduced overcrowding
4,Prevention,Environmental 3,Sunlight exposure
4,Prevention,Environmental 4,Smoking reduction
4,Infection Control,Patient Guidance 1,Cover mouth when coughing
4,Infection Control,Patient Guidance 2,Avoid close contact during early treatment
4,Infection Control,Patient Guidance 3,Dispose sputum safely
4,Infection Control > Disinfection,Effective Methods 1,Sunlight
4,Infection Control > Disinfection,Effective Methods 2,Heat (>60°C)
4,Infection Control > Disinfection,Effective Methods 3,Bleach (1% hypochlorite)
4,Special Populations > Children,Notes 1,Often smear-negative
4,Special Populations > Children,Notes 2,Higher risk of severe forms
4,Special Populations > Children,Notes 3,BCG strongly recommended
4,Special Populations > Hiv Coinfection,Impact 1,Higher TB risk
4,Special Populations > Hiv Coinfection,Impact 2,Atypical presentation
4,Special Populations > Hiv Coinfection,Impact 3,Increased mortality
4,Special Populations > Hiv Coinfection,Management 1,Integrated TB-HIV care
4,Special Populations > Hiv Coinfection,Management 2,Antiretroviral therapy
4,Special Populations > Hiv Coinfection,Management 3,Careful drug interaction monitoring
4,National Tb Programme,Core Components 1,Sputum-based case finding
4,National Tb Programme,Core Components 2,Standardized treatment
4,National Tb Programme,Core Components 3,Directly observed therapy
4,National Tb Programme,Core Components 4,Drug supply assurance
4,National Tb Programme,Core Components 5,Recording and reporting
4,National Tb Programme,Core Components 6,Contact tracing
4,National Tb Programme,Core Components 7,BCG vaccination
4,National Tb Programme,Objectives 1,Reduce transmission
4,National Tb Programme,Objectives 2,Cure patients
4,National Tb Programme,Objectives 3,Prevent drug resistance
4,Chatbot Use Cases,Education,True
4,Chatbot Use Cases,Symptom Checker,True
4,Chatbot Use Cases,Treatment Adherence Support,True
4,Chatbot Use Cases,Myth Busting,True
4,Chatbot Use Cases,Public Health Awareness,True
4,General,Key Messages 1,Tuberculosis is curable
4,General,Key Messages 2,Incomplete treatment causes drug resistance
4,General,Key Messages 3,Early diagnosis saves lives
4,General,Key Messages 4,Good treatment is the best prevention
5,Knowledge Base,Domain,Public Health
5,Knowledge Base,Disease Name,Tuberculosis
5,Knowledge Base,Short Name,TB
5,Knowledge Base,Category,Communicable disease
5,Knowledge Base,Who Priority Disease,True
5,Etiology > Causative Agent,Primary Species,Mycobacterium tuberculosis
5,Etiology > Causative Agent,Mycobacterium Tuberculosis Complex 1,Mycobacterium tuberculosis
5,Etiology > Causative Agent,Mycobacterium Tuberculosis Complex 2,Mycobacterium bovis
5,Etiology > Causative Agent,Mycobacterium Tuberculosis Complex 3,Mycobacterium africanum
5,Etiology > Causative Agent,Mycobacterium Tuberculosis Complex 4,Mycobacterium microti
5,Etiology > Causative Agent,Mycobacterium Tuberculosis Complex 5,Mycobacterium canettii
5,Etiology > Causative Agent,Reservoir,Humans
5,Etiology > Causative Agent,Acid Fast,True
5,Transmission,Mode,Airborne
5,Transmission,Infectious Particles,Droplet nuclei
5,Transmission,Particle Size Microns,1–5
5,Transmission,Generated By 1,Coughing
5,Transmission,Generated By 2,Sneezing
5,Transmission,Generated By 3,Talking
5,Transmission,Generated By 4,Shouting
5,Transmission,Generated By 5,Singing
5,Transmission,Entry Site,Lung alveoli
5,Transmission,Non Transmission Routes 1,Food
5,Transmission,Non Transmission Routes 2,Water
5,Transmission,Non Transmission Routes 3,Touch
5,Transmission,Non Transmission Routes 4,Sexual contact
5,Global Epidemiology,Latent Infection Estimate,≈2 billion people
5,Global Epidemiology,Annual New Cases,≈9 million
5,Global Epidemiology,Annual Deaths,≈1.4–1.7 million
5,Global Epidemiology,Hiv Coinfection Rate,≈13%
5,Global Epidemiology,High Burden Regions 1,Africa
5,Global Epidemiology,High Burden Regions 2,South-East Asia
5,Global Epidemiology,High Burden Regions 3,Western Pacific
5,Global Epidemiology,High Burden Countries 1,India
5,Global Epidemiology,High Burden Countries 2,China
5,Global Epidemiology,High Burden Countries 3,Indonesia
5,Global Epidemiology,High Burden Countries 4,Philippines
5,Global Epidemiology,High Burden Countries 5,Pakistan
5,Global Epidemiology,High Burden Countries 6,Nigeria
5,Global Epidemiology,High Burden Countries 7,South Africa
5,Pathogenesis,Initial Infection,Inhalation of MTB into alveoli
5,Pathogenesis,Immune Response,Granuloma formation
5,Pathogenesis,Possible Outcomes 1,Latent TB infection
5,Pathogenesis,Possible Outcomes 2,Primary progressive TB
5,Pathogenesis,Possible Outcomes 3,Reactivation TB
5,Tb Classification > Latent Tb Infection,Abbreviation,LTBI
5,Tb Classification > Latent Tb Infection,Bacteria Status,Alive but dormant
5,Tb Classification > Latent Tb Infection,Symptoms,False
5,Tb Classification > Latent Tb Infection,Infectious,False
5,Tb Classification > Latent Tb Infection,Smear Positive,False
5,Tb Classification > Latent Tb Infection,Culture Positive,False
5,Tb Classification > Latent Tb Infection,Treatment Needed,True
5,Tb Classification > Active Tb Disease,Symptoms,True
5,Tb Classification > Active Tb Disease,Infectious,True
5,Tb Classification > Active Tb Disease,Public Health Notification,True
5,Tb Classification > Active Tb Disease,Isolation Required,True
5,Risk Factors,Environmental 1,Overcrowding
5,Risk Factors,Environmental 2,Poor ventilation
5,Risk Factors,Environmental 3,Prisons
5,Risk Factors,Environmental 4,Shelters
5,Risk Factors,Medical 1,HIV
5,Risk Factors,Medical 2,Diabetes
5,Risk Factors,Medical 3,Malnutrition
5,Risk Factors,Medical 4,Cancer
5,Risk Factors,Medical 5,Chronic kidney disease
5,Risk Factors,Medical 6,Immunosuppressive therapy
5,Risk Factors,Social 1,Poverty
5,Risk Factors,Social 2,Smoking
5,Risk Factors,Social 3,Alcohol use
5,Clinical Features,General Symptoms 1,Fever
5,Clinical Features,General Symptoms 2,Weight loss
5,Clinical Features,General Symptoms 3,Night sweats
5,Clinical Features,General Symptoms 4,Fatigue
5,Clinical Features,Pulmonary Tb 1,Cough >2–3 weeks
5,Clinical Features,Pulmonary Tb 2,Sputum production
5,Clinical Features,Pulmonary Tb 3,Hemoptysis
5,Clinical Features,Pulmonary Tb 4,Chest pain
5,Clinical Features > Extrapulmonary Tb,Sites 1,Lymph nodes
5,Clinical Features > Extrapulmonary Tb,Sites 2,Bones
5,Clinical Features > Extrapulmonary Tb,Sites 3,Joints
5,Clinical Features > Extrapulmonary Tb,Sites 4,Brain
5,Clinical Features > Extrapulmonary Tb,Sites 5,Spine
5,Clinical Features > Extrapulmonary Tb,Sites 6,Kidneys
5,Clinical Features > Extrapulmonary Tb,Sites 7,Genital tract
5,Diagnosis,Clinical Tools 1,Symptom screening
5,Diagnosis,Clinical Tools 2,Chest X-ray
5,Diagnosis > Laboratory Tests > Afb Smear Microscopy,Purpose,Detect acid-fast bacilli
5,Diagnosis > Laboratory Tests > Afb Smear Microscopy,Limitations,Low sensitivity
5,Diagnosis > Laboratory Tests > Culture,Gold Standard,True
5,Diagnosis > Laboratory Tests > Culture,Time Required,2–8 weeks
5,Diagnosis > Laboratory Tests > Molecular Tests,Examples 1,Xpert MTB/RIF
5,Diagnosis > Laboratory Tests > Molecular Tests,Examples 2,NAAT
5,Diagnosis > Laboratory Tests > Molecular Tests,Advantages 1,Rapid detection
5,Diagnosis > Laboratory Tests > Molecular Tests,Advantages 2,Drug resistance detection
5,Diagnosis > Laboratory Tests > Drug Susceptibility Testing,Abbreviation,DST
5,Diagnosis > Laboratory Tests > Drug Susceptibility Testing,Importance,Guides therapy
5,Treatment,Curability,True
5,Treatment > Drug Susceptible Tb,Total Duration,6 months
5,Treatment > Drug Susceptible Tb > Intensive Phase,Duration,2 months
5,Treatment > Drug Susceptible Tb > Intensive Phase,Drugs 1,Isoniazid
5,Treatment > Drug Susceptible Tb > Intensive Phase,Drugs 2,Rifampicin
5,Treatment > Drug Susceptible Tb > Intensive Phase,Drugs 3,Pyrazinamide
5,Treatment > Drug Susceptible Tb > Intensive Phase,Drugs 4,Ethambutol
5,Treatment > Drug Susceptible Tb > Continuation Phase,Duration,4 months
5,Treatment > Drug Susceptible Tb > Continuation Phase,Drugs 1,Isoniazid
5,Treatment > Drug Susceptible Tb > Continuation Phase,Drugs 2,Rifampicin
5,Treatment > Latent Tb Infection,Regimens 1,6–9 months Isoniazid
5,Treatment > Latent Tb Infection,Regimens 2,4 months Rifampicin
5,Treatment > Latent Tb Infection,Regimens 3,3 months Isoniazid + Rifapentine
5,Drug Resistant Tb,Mono Resistant Tb,Resistance to one first-line drug
5,Drug Resistant Tb > Mdr Tb,Definition,Resistance to Isoniazid and Rifampicin
5,Drug Resistant Tb > Mdr Tb > Global Prevalence,New Cases,≈3–4%
5,Drug Resistant Tb > Mdr Tb > Global Prevalence,Previously Treated,≈20%
5,Drug Resistant Tb > Xdr Tb,Definition,MDR-TB + resistance to fluoroquinolones and injectable second-line drugs
5,Drug Resistant Tb > Xdr Tb,Injectables 1,Amikacin
5,Drug Resistant Tb > Xdr Tb,Injectables 2,Kanamycin
5,Drug Resistant Tb > Xdr Tb,Injectables 3,Capreomycin
5,Mdr Tb Management,Treatment Duration,18–24 months
5,Mdr Tb Management,Challenges 1,High cost
5,Mdr Tb Management,Challenges 2,Severe side effects
5,Mdr Tb Management,Challenges 3,Limited drug availability
5,Mdr Tb Management,Resistance Causes 1,Poor adherence
5,Mdr Tb Management,Resistance Causes 2,Incorrect regimens
5,Mdr Tb Management,Resistance Causes 3,Substandard drugs
5,Directly Observed Therapy,Abbreviation,DOT
5,Directly Observed Therapy,Definition,Observed intake of every dose
5,Directly Observed Therapy,Benefits 1,Improved adherence
5,Directly Observed Therapy,Benefits 2,Reduced resistance
5,Directly Observed Therapy,Benefits 3,Better outcomes
5,Prevention,Primary Prevention 1,Early detection
5,Prevention,Primary Prevention 2,Complete treatment
5,Prevention > Vaccination,Name,BCG
5,Prevention > Vaccination,Target,Infants
5,Prevention > Vaccination,Protects Against 1,TB meningitis
5,Prevention > Vaccination,Protects Against 2,Miliary TB
5,Prevention > Vaccination,Limitations 1,Limited adult pulmonary protection
5,Prevention,Infection Control 1,Ventilation
5,Prevention,Infection Control 2,Respiratory hygiene
5,Prevention,Infection Control 3,Mask use
5,Prevention,Infection Control 4,Sunlight exposure
5,Special Populations > Children,Features 1,Often smear-negative
5,Special Populations > Children,Features 2,Higher risk of severe TB
5,Special Populations > Hiv Tb,Impact 1,Higher progression risk
5,Special Populations > Hiv Tb,Impact 2,Atypical presentation
5,Special Populations > Hiv Tb,Impact 3,Higher mortality
5,Public Health Importance,Notification Required,True
5,Public Health Importance,Contact Tracing,True
5,Public Health Importance,Surveillance,True
5,Public Health Importance,Laboratory Role 1,Case detection
5,Public Health Importance,Laboratory Role 2,Resistance monitoring
5,Public Health Importance,Laboratory Role 3,Treatment follow-up
5,Chatbot Capabilities,Education,True
5,Chatbot Capabilities,Symptom Assessment,True
5,Chatbot Capabilities,Risk Screening,True
5,Chatbot Capabilities,Treatment Guidance,True
5,Chatbot Capabilities,Adherence Support,True
5,Chatbot Capabilities,Myth Busting,True
5,General,Key Messages 1,Tuberculosis is curable
5,General,Key Messages 2,Early diagnosis saves lives
5,General,Key Messages 3,Incomplete treatment causes drug resistance
5,General,Key Messages 4,Treatment is the best prevention
6,Meta,Knowledge Type,Medical / Public Health
6,Meta,Disease,Tuberculosis
6,Meta,Abbreviation,TB
6,Meta,Version,1.0
6,Meta,Source Type 1,Medical textbooks
6,Meta,Source Type 2,WHO guidelines
6,Meta,Source Type 3,TB training modules
6,Meta,Source Type 4,Public health manuals
6,Basic Information,Definition,"Tuberculosis is a chronic infectious disease caused by Mycobacterium tuberculosis, primarily affecting the lungs but capable of involving almost any organ."
6,Basic Information,Disease Category,Communicable disease
6,Basic Information,Notifiable Disease,True
6,Basic Information,Curable,True
6,Basic Information,Preventable,True
6,Etiology > Causative Agent,Name,Mycobacterium tuberculosis
6,Etiology > Causative Agent,Family,Mycobacteriaceae
6,Etiology > Causative Agent,Characteristics 1,Acid-fast bacillus
6,Etiology > Causative Agent,Characteristics 2,Aerobic
6,Etiology > Causative Agent,Characteristics 3,Slow growing
6,Etiology > Causative Agent,Characteristics 4,Obligate human pathogen
6,Etiology,Mtb Complex 1,M. tuberculosis
6,Etiology,Mtb Complex 2,M. bovis
6,Etiology,Mtb Complex 3,M. africanum
6,Etiology,Mtb Complex 4,M. microti
6,Etiology,Mtb Complex 5,M. canettii
6,Etiology,Reservoir,Humans
6,Transmission,Mode,Airborne
6,Transmission,Infectious Unit,Droplet nuclei
6,Transmission,Particle Size,1–5 microns
6,Transmission,Generation Activities 1,Coughing
6,Transmission,Generation Activities 2,Sneezing
6,Transmission,Generation Activities 3,Talking
6,Transmission,Generation Activities 4,Singing
6,Transmission,Generation Activities 5,Shouting
6,Transmission > Environmental Survival,Air,Several hours
6,Transmission > Environmental Survival,Sunlight,Rapidly kills bacilli
6,Transmission > Environmental Survival,Heat,Killed above 60°C
6,Transmission,Not Transmitted By 1,Food
6,Transmission,Not Transmitted By 2,Water
6,Transmission,Not Transmitted By 3,Touch
6,Transmission,Not Transmitted By 4,Sexual contact
6,Transmission,Not Transmitted By 5,Blood
6,Natural History,Infection Process 1,Inhalation of MTB
6,Natural History,Infection Process 2,Deposition in alveoli
6,Natural History,Infection Process 3,Macrophage ingestion
6,Natural History,Infection Process 4,Granuloma formation
6,Natural History,Possible Outcomes 1,Latent TB infection
6,Natural History,Possible Outcomes 2,Primary TB disease
6,Natural History,Possible Outcomes 3,Reactivation TB
6,Tb Types > Latent Tb Infection,Abbreviation,LTBI
6,Tb Types > Latent Tb Infection,Symptoms,False
6,Tb Types > Latent Tb Infection,Infectious,False
6,Tb Types > Latent Tb Infection,Diagnostic Status 1,TST positive
6,Tb Types > Latent Tb Infection,Diagnostic Status 2,IGRA positive
6,Tb Types > Latent Tb Infection,Treatment Required,True
6,Tb Types > Active Tb Disease,Symptoms,True
6,Tb Types > Active Tb Disease,Infectious,True
6,Tb Types > Active Tb Disease,Public Health Action 1,Isolation
6,Tb Types > Active Tb Disease,Public Health Action 2,Contact tracing
6,Tb Types > Active Tb Disease,Public Health Action 3,Notification
6,Risk Factors,Biological 1,HIV infection
6,Risk Factors,Biological 2,Young children
6,Risk Factors,Biological 3,Elderly
6,Risk Factors,Biological 4,Malnutrition
6,Risk Factors,Medical 1,Diabetes mellitus
6,Risk Factors,Medical 2,Chronic kidney disease
6,Risk Factors,Medical 3,Cancer
6,Risk Factors,Medical 4,Steroid therapy
6,Risk Factors,Medical 5,Organ transplantation
6,Risk Factors,Social Environmental 1,Overcrowding
6,Risk Factors,Social Environmental 2,Poor ventilation
6,Risk Factors,Social Environmental 3,Poverty
6,Risk Factors,Social Environmental 4,Smoking
6,Risk Factors,Social Environmental 5,Alcohol abuse
6,Risk Factors,Occupational 1,Healthcare workers
6,Risk Factors,Occupational 2,Laboratory staff
6,Risk Factors,Occupational 3,Prison workers
6,Clinical Manifestations,General Symptoms 1,Fever
6,Clinical Manifestations,General Symptoms 2,Night sweats
6,Clinical Manifestations,General Symptoms 3,Weight loss
6,Clinical Manifestations,General Symptoms 4,Fatigue
6,Clinical Manifestations,General Symptoms 5,Loss of appetite
6,Clinical Manifestations,Pulmonary Tb 1,Persistent cough (>2 weeks)
6,Clinical Manifestations,Pulmonary Tb 2,Sputum production
6,Clinical Manifestations,Pulmonary Tb 3,Hemoptysis
6,Clinical Manifestations,Pulmonary Tb 4,Chest pain
6,Clinical Manifestations,Pulmonary Tb 5,Breathlessness
6,Clinical Manifestations > Extrapulmonary Tb,Lymph Node Tb 1,Painless swelling
6,Clinical Manifestations > Extrapulmonary Tb,Bone Joint Tb 1,Back pain
6,Clinical Manifestations > Extrapulmonary Tb,Bone Joint Tb 2,Joint swelling
6,Clinical Manifestations > Extrapulmonary Tb,Tb Meningitis 1,Headache
6,Clinical Manifestations > Extrapulmonary Tb,Tb Meningitis 2,Vomiting
6,Clinical Manifestations > Extrapulmonary Tb,Tb Meningitis 3,Neck stiffness
6,Clinical Manifestations > Extrapulmonary Tb,Genitourinary Tb 1,Dysuria
6,Clinical Manifestations > Extrapulmonary Tb,Genitourinary Tb 2,Infertility
6,Clinical Manifestations > Extrapulmonary Tb,Abdominal Tb 1,Abdominal pain
6,Clinical Manifestations > Extrapulmonary Tb,Abdominal Tb 2,Ascites
6,Diagnosis,Screening 1,Symptom screening
6,Diagnosis,Screening 2,Chest X-ray
6,Diagnosis > Laboratory Diagnosis > Sputum Smear,Method,Ziehl–Neelsen / Fluorescent microscopy
6,Diagnosis > Laboratory Diagnosis > Sputum Smear,Advantage,Simple and cheap
6,Diagnosis > Laboratory Diagnosis > Sputum Smear,Limitation,Low sensitivity
6,Diagnosis > Laboratory Diagnosis > Molecular Tests > Xpert Mtb Rif,Detects 1,MTB
6,Diagnosis > Laboratory Diagnosis > Molecular Tests > Xpert Mtb Rif,Detects 2,Rifampicin resistance
6,Diagnosis > Laboratory Diagnosis > Molecular Tests > Xpert Mtb Rif,Turnaround Time,2 hours
6,Diagnosis > Laboratory Diagnosis > Culture,Gold Standard,True
6,Diagnosis > Laboratory Diagnosis > Culture,Media 1,Lowenstein-Jensen
6,Diagnosis > Laboratory Diagnosis > Culture,Media 2,Liquid culture
6,Diagnosis > Laboratory Diagnosis > Culture,Time,2–8 weeks
6,Diagnosis > Laboratory Diagnosis > Drug Susceptibility Testing,Purpose,Detect drug resistance
6,Treatment,Principles 1,Combination therapy
6,Treatment,Principles 2,Adequate duration
6,Treatment,Principles 3,Strict adherence
6,Treatment,Principles 4,Never monotherapy
6,Treatment > Drug Susceptible Tb,Total Duration,6 months
6,Treatment > Drug Susceptible Tb > Intensive Phase,Duration,2 months
6,Treatment > Drug Susceptible Tb > Intensive Phase,Drugs 1,H
6,Treatment > Drug Susceptible Tb > Intensive Phase,Drugs 2,R
6,Treatment > Drug Susceptible Tb > Intensive Phase,Drugs 3,Z
6,Treatment > Drug Susceptible Tb > Intensive Phase,Drugs 4,E
6,Treatment > Drug Susceptible Tb > Continuation Phase,Duration,4 months
6,Treatment > Drug Susceptible Tb > Continuation Phase,Drugs 1,H
6,Treatment > Drug Susceptible Tb > Continuation Phase,Drugs 2,R
6,Treatment > Latent Tb,Recommended Regimens 1,Isoniazid 6–9 months
6,Treatment > Latent Tb,Recommended Regimens 2,Rifampicin 4 months
6,Treatment > Latent Tb,Recommended Regimens 3,INH + Rifapentine 3 months
6,Drug Resistant Tb,Mono Resistant,Resistance to one first-line drug
6,Drug Resistant Tb > Mdr Tb,Definition,Resistance to isoniazid and rifampicin
6,Drug Resistant Tb > Xdr Tb,Definition,MDR-TB plus resistance to fluoroquinolones and second-line injectables
6,Drug Resistant Tb,Causes 1,Incomplete treatment
6,Drug Resistant Tb,Causes 2,Incorrect regimens
6,Drug Resistant Tb,Causes 3,Poor-quality drugs
6,Mdr Tb Treatment,Duration,18–24 months
6,Mdr Tb Treatment,Drug Classes 1,Fluoroquinolones
6,Mdr Tb Treatment,Drug Classes 2,Bedaquiline
6,Mdr Tb Treatment,Drug Classes 3,Linezolid
6,Mdr Tb Treatment,Drug Classes 4,Clofazimine
6,Mdr Tb Treatment,Challenges 1,Toxicity
6,Mdr Tb Treatment,Challenges 2,High cost
6,Mdr Tb Treatment,Challenges 3,Adherence difficulty
6,Prevention,Primary Prevention 1,Early diagnosis
6,Prevention,Primary Prevention 2,Effective treatment
6,Prevention > Vaccination,Name,BCG
6,Prevention > Vaccination,Given At,Birth
6,Prevention > Vaccination,Protects Against 1,TB meningitis
6,Prevention > Vaccination,Protects Against 2,Miliary TB
6,Prevention,Infection Control 1,Ventilation
6,Prevention,Infection Control 2,Masks
6,Prevention,Infection Control 3,Cough etiquette
6,Prevention,Infection Control 4,Sunlight
6,Public Health Actions,Contact Tracing,True
6,Public Health Actions,Case Notification,True
6,Public Health Actions,Surveillance,True
6,Public Health Actions,Recording Reporting,True
6,Patient Education,Do 1,Complete full treatment
6,Patient Education,Do 2,Attend follow-ups
6,Patient Education,Do 3,Cover mouth when coughing
6,Patient Education,Dont 1,Stop medicines early
6,Patient Education,Dont 2,Miss doses
6,Patient Education,Dont 3,Self-medicate
6,Chatbot Features Supported,Faq,True
6,Chatbot Features Supported,Symptom Checker,True
6,Chatbot Features Supported,Risk Assessment,True
6,Chatbot Features Supported,Treatment Explainer,True
6,Chatbot Features Supported,Adherence Reminders,True
6,Chatbot Features Supported,Myth Busting,True
6,Chatbot Features Supported,Training Support,True
6,General,Core Messages 1,TB is curable
6,General,Core Messages 2,Incomplete treatment causes drug resistance
6,General,Core Messages 3,Early diagnosis prevents spread
6,General,Core Messages 4,Treatment is the best prevention
7,Disease Profile,Name,Tuberculosis
7,Disease Profile,Short Name,TB
7,Disease Profile,Disease Type,Communicable infectious disease
7,Disease Profile,Notifiable,True
7,Disease Profile,Curable,True
7,Disease Profile,Preventable,True
7,Disease Profile,Who Priority Disease,True
7,Causative Agent,Primary Agent,Mycobacterium tuberculosis
7,Causative Agent,Organism Type,Bacterium
7,Causative Agent,Family,Mycobacteriaceae
7,Causative Agent,Characteristics 1,Acid-fast bacillus
7,Causative Agent,Characteristics 2,Aerobic
7,Causative Agent,Characteristics 3,Slow-growing
7,Causative Agent,Characteristics 4,Intracellular pathogen
7,Causative Agent,Mtb Complex 1,Mycobacterium tuberculosis
7,Causative Agent,Mtb Complex 2,Mycobacterium bovis
7,Causative Agent,Mtb Complex 3,Mycobacterium africanum
7,Causative Agent,Mtb Complex 4,Mycobacterium microti
7,Causative Agent,Mtb Complex 5,Mycobacterium canettii
7,Causative Agent,Reservoir,Humans
7,Transmission,Mode,Airborne
7,Transmission,Infectious Unit,Droplet nuclei
7,Transmission,Particle Size Microns,1–5
7,Transmission,Generated By 1,Coughing
7,Transmission,Generated By 2,Sneezing
7,Transmission,Generated By 3,Talking
7,Transmission,Generated By 4,Singing
7,Transmission,Generated By 5,Shouting
7,Transmission > Environmental Survival,Air,Several hours
7,Transmission > Environmental Survival,Sunlight,Rapidly kills bacilli
7,Transmission > Environmental Survival,Heat,Destroyed above 60°C
7,Transmission,Not Transmitted By 1,Food
7,Transmission,Not Transmitted By 2,Water
7,Transmission,Not Transmitted By 3,Touch
7,Transmission,Not Transmitted By 4,Sexual contact
7,Transmission,Not Transmitted By 5,Blood transfusion
7,Epidemiology > Global Burden,Latent Infection,≈2 billion people
7,Epidemiology > Global Burden,Annual Incidence,≈9 million cases
7,Epidemiology > Global Burden,Annual Deaths,≈1.4–1.7 million
7,Epidemiology > Global Burden,Hiv Coinfection Rate,≈13%
7,Epidemiology,High Burden Regions 1,Africa
7,Epidemiology,High Burden Regions 2,South-East Asia
7,Epidemiology,High Burden Regions 3,Western Pacific
7,Epidemiology,High Burden Countries 1,India
7,Epidemiology,High Burden Countries 2,China
7,Epidemiology,High Burden Countries 3,Indonesia
7,Epidemiology,High Burden Countries 4,Philippines
7,Epidemiology,High Burden Countries 5,Pakistan
7,Epidemiology,High Burden Countries 6,Nigeria
7,Epidemiology,High Burden Countries 7,South Africa
7,Natural History,Infection Process 1,Inhalation of MTB
7,Natural History,Infection Process 2,Deposition in alveoli
7,Natural History,Infection Process 3,Macrophage ingestion
7,Natural History,Infection Process 4,Granuloma formation
7,Natural History,Outcomes 1,Latent TB infection
7,Natural History,Outcomes 2,Primary TB disease
7,Natural History,Outcomes 3,Reactivation TB
7,Classification > Latent Tb Infection,Abbreviation,LTBI
7,Classification > Latent Tb Infection,Symptoms,False
7,Classification > Latent Tb Infection,Infectious,False
7,Classification > Latent Tb Infection,Diagnostic Tests 1,TST positive
7,Classification > Latent Tb Infection,Diagnostic Tests 2,IGRA positive
7,Classification > Latent Tb Infection,Treatment Recommended,True
7,Classification > Active Tb Disease,Symptoms,True
7,Classification > Active Tb Disease,Infectious,True
7,Classification > Active Tb Disease,Public Health Actions 1,Isolation
7,Classification > Active Tb Disease,Public Health Actions 2,Notification
7,Classification > Active Tb Disease,Public Health Actions 3,Contact tracing
7,Risk Factors,Biological 1,HIV infection
7,Risk Factors,Biological 2,Young children
7,Risk Factors,Biological 3,Elderly
7,Risk Factors,Biological 4,Malnutrition
7,Risk Factors,Medical 1,Diabetes mellitus
7,Risk Factors,Medical 2,Chronic kidney disease
7,Risk Factors,Medical 3,Cancer
7,Risk Factors,Medical 4,Steroid therapy
7,Risk Factors,Medical 5,Organ transplantation
7,Risk Factors,Social Environmental 1,Overcrowding
7,Risk Factors,Social Environmental 2,Poor ventilation
7,Risk Factors,Social Environmental 3,Poverty
7,Risk Factors,Social Environmental 4,Smoking
7,Risk Factors,Social Environmental 5,Alcohol abuse
7,Risk Factors,Occupational 1,Healthcare workers
7,Risk Factors,Occupational 2,Laboratory staff
7,Risk Factors,Occupational 3,Prison staff
7,Clinical Features,General Symptoms 1,Fever
7,Clinical Features,General Symptoms 2,Night sweats
7,Clinical Features,General Symptoms 3,Weight loss
7,Clinical Features,General Symptoms 4,Fatigue
7,Clinical Features,General Symptoms 5,Loss of appetite
7,Clinical Features,Pulmonary Tb 1,Cough >2–3 weeks
7,Clinical Features,Pulmonary Tb 2,Sputum production
7,Clinical Features,Pulmonary Tb 3,Hemoptysis
7,Clinical Features,Pulmonary Tb 4,Chest pain
7,Clinical Features,Pulmonary Tb 5,Breathlessness
7,Clinical Features > Extrapulmonary Tb,Common Sites 1,Lymph nodes
7,Clinical Features > Extrapulmonary Tb,Common Sites 2,Bones
7,Clinical Features > Extrapulmonary Tb,Common Sites 3,Joints
7,Clinical Features > Extrapulmonary Tb,Common Sites 4,Spine
7,Clinical Features > Extrapulmonary Tb,Common Sites 5,Brain
7,Clinical Features > Extrapulmonary Tb,Common Sites 6,Kidneys
7,Clinical Features > Extrapulmonary Tb,Common Sites 7,Genital tract
7,Diagnosis,Screening Tools 1,Symptom screening
7,Diagnosis,Screening Tools 2,Chest X-ray
7,Diagnosis > Laboratory Tests > Sputum Smear Microscopy,Method,Ziehl–Neelsen / Fluorescent microscopy
7,Diagnosis > Laboratory Tests > Sputum Smear Microscopy,Advantages 1,Low cost
7,Diagnosis > Laboratory Tests > Sputum Smear Microscopy,Advantages 2,Rapid
7,Diagnosis > Laboratory Tests > Sputum Smear Microscopy,Limitations 1,Low sensitivity
7,Diagnosis > Laboratory Tests > Molecular Tests > Xpert Mtb Rif,Detects 1,Mycobacterium tuberculosis
7,Diagnosis > Laboratory Tests > Molecular Tests > Xpert Mtb Rif,Detects 2,Rifampicin resistance
7,Diagnosis > Laboratory Tests > Molecular Tests > Xpert Mtb Rif,Turnaround Time,≈2 hours
7,Diagnosis > Laboratory Tests > Culture,Gold Standard,True
7,Diagnosis > Laboratory Tests > Culture,Media 1,Lowenstein–Jensen
7,Diagnosis > Laboratory Tests > Culture,Media 2,Liquid culture
7,Diagnosis > Laboratory Tests > Culture,Time Required,2–8 weeks
7,Diagnosis > Laboratory Tests > Drug Susceptibility Testing,Purpose,Detect drug resistance
