Record,Section,Field,Value
7,Virus And Serotypes,Virus Name,Dengue virus (DENV)
7,Virus And Serotypes,Family,Flaviviridae
7,Virus And Serotypes,Genus,Flavivirus
7,Virus And Serotypes,Serotypes 1,DENV-1
7,Virus And Serotypes,Serotypes 2,DENV-2
7,Virus And Serotypes,Serotypes 3,DENV-3
7,Virus And Serotypes,Serotypes 4,DENV-4
7,Virus And Serotypes > Immunity Profile,Primary Infection,Serotype-specific long-term immunity
7,Virus And Serotypes > Immunity Profile,Secondary Infection,Higher risk of severe dengue
7,Virus And Serotypes > Immunity Profile,Mechanism,Antibody-dependent enhancement (ADE)
7,Vectors And Transmission,Primary Vectors 1,Aedes aegypti
7,Vectors And Transmission,Primary Vectors 2,Aedes albopictus
7,Vectors And Transmission,Secondary Vectors 1,Aedes polynesiensis
7,Vectors And Transmission,Secondary Vectors 2,Aedes niveus
7,Vectors And Transmission,Mosquito Characteristics 1,Daytime biting
7,Vectors And Transmission,Mosquito Characteristics 2,Urban adaptation
7,Vectors And Transmission,Mosquito Characteristics 3,Highly anthropophilic
7,Vectors And Transmission,Transmission Modes 1,Mosquito bite (primary)
7,Vectors And Transmission,Transmission Modes 2,Vertical transmission in mosquitoes
7,Vectors And Transmission,Transmission Modes 3,Mother-to-child transmission
7,Vectors And Transmission,Transmission Modes 4,Blood transfusion (rare)
7,Vectors And Transmission,Transmission Modes 5,Organ transplantation (rare)
7,Vectors And Transmission,Transmission Modes 6,Needlestick injury (rare)
7,Vectors And Transmission > Incubation,Intrinsic Days,4–10
7,Vectors And Transmission > Incubation,Extrinsic Days,5–14
7,Vectors And Transmission > Incubation,Temperature Effect,Shorter EIP at 25–30°C
7,Vectors And Transmission > Mechanical Transmission,Description,Immediate transmission without midgut replication
7,Vectors And Transmission > Mechanical Transmission,Evidence,Observed in household clusters
7,Clinical Classification Who 2009 > Dengue Without Warning Signs,Features 1,Fever
7,Clinical Classification Who 2009 > Dengue Without Warning Signs,Features 2,Headache
7,Clinical Classification Who 2009 > Dengue Without Warning Signs,Features 3,Myalgia
7,Clinical Classification Who 2009 > Dengue Without Warning Signs,Features 4,Rash
7,Clinical Classification Who 2009 > Dengue Without Warning Signs,Features 5,Mild bleeding
7,Clinical Classification Who 2009 > Dengue With Warning Signs,Warning Signs 1,Persistent vomiting
7,Clinical Classification Who 2009 > Dengue With Warning Signs,Warning Signs 2,Severe abdominal pain
7,Clinical Classification Who 2009 > Dengue With Warning Signs,Warning Signs 3,Lethargy
7,Clinical Classification Who 2009 > Dengue With Warning Signs,Warning Signs 4,Mucosal bleeding
7,Clinical Classification Who 2009 > Dengue With Warning Signs,Warning Signs 5,Rapid breathing
7,Clinical Classification Who 2009 > Severe Dengue,Criteria 1,Shock
7,Clinical Classification Who 2009 > Severe Dengue,Criteria 2,Severe plasma leakage
7,Clinical Classification Who 2009 > Severe Dengue,Criteria 3,Severe bleeding
7,Clinical Classification Who 2009 > Severe Dengue,Criteria 4,Severe organ involvement
7,Clinical Phases > Febrile Phase,Features 1,High fever
7,Clinical Phases > Febrile Phase,Features 2,Viremia
7,Clinical Phases > Febrile Phase,Features 3,Headache
7,Clinical Phases > Febrile Phase,Features 4,Myalgia
7,Clinical Phases > Febrile Phase,Features 5,Petechiae
7,Clinical Phases > Critical Phase,Onset,Around day 3–5
7,Clinical Phases > Critical Phase,Features 1,Plasma leakage
7,Clinical Phases > Critical Phase,Features 2,Hemoconcentration (>20%)
7,Clinical Phases > Critical Phase,Features 3,Risk of shock
7,Clinical Phases > Critical Phase,Features 4,Gastrointestinal bleeding
7,Clinical Phases > Convalescent Phase,Features 1,Fluid reabsorption
7,Clinical Phases > Convalescent Phase,Features 2,Hemodynamic stabilization
7,Clinical Phases > Convalescent Phase,Features 3,Recovery
7,Diagnosis > Early Febrile Phase,Tests 1,RT-PCR
7,Diagnosis > Early Febrile Phase,Tests 2,NS1 antigen detection
7,Diagnosis > Early Febrile Phase,Tests 3,Virus isolation
7,Diagnosis > Early Febrile Phase > Ns1 Sensitivity,Primary Infection,>90%
7,Diagnosis > Early Febrile Phase > Ns1 Sensitivity,Secondary Infection,60–80%
7,Diagnosis > Critical And Late Phase,Tests 1,IgM ELISA
7,Diagnosis > Critical And Late Phase,Tests 2,IgG ELISA
7,Diagnosis > Critical And Late Phase,Tests 3,Hemagglutination inhibition assay
7,Diagnosis > Critical And Late Phase > Interpretation,Primary Infection,IgM dominant
7,Diagnosis > Critical And Late Phase > Interpretation,Secondary Infection,Early IgG dominance
7,Diagnosis > Critical And Late Phase > Interpretation,Ig M Ig G Ratio,Used to differentiate infection type
7,Diagnosis > Combined Testing,Best Performance,NS1 + IgM + IgG
7,Diagnosis > Combined Testing,Sensitivity,≈90%
7,Diagnosis > Combined Testing,Specificity,≈89%
7,Treatment And Management,Antiviral Status,No approved antiviral treatment
7,Treatment And Management,Supportive Care 1,Rest
7,Treatment And Management,Supportive Care 2,Hydration
7,Treatment And Management,Supportive Care 3,Close monitoring
7,Treatment And Management > Medications,Recommended 1,Paracetamol (acetaminophen)
7,Treatment And Management > Medications,Avoid 1,Aspirin
7,Treatment And Management > Medications,Avoid 2,Ibuprofen
7,Treatment And Management > Medications,Avoid 3,NSAIDs
7,Treatment And Management,Hospitalization Indications 1,Warning signs present
7,Treatment And Management,Hospitalization Indications 2,Severe dengue
7,Treatment And Management,Hospitalization Indications 3,Hemodynamic instability
7,Treatment And Management,Severe Case Management 1,Intravenous fluids
7,Treatment And Management,Severe Case Management 2,Electrolyte correction
7,Treatment And Management,Severe Case Management 3,Blood transfusion if required
7,Treatment And Management,Severe Case Management 4,Intensive monitoring
7,Emerging Antiviral Research > Jnj A07,Mechanism,Blocks NS3–NS4B interaction
7,Emerging Antiviral Research > Jnj A07,Coverage,All four serotypes
7,Emerging Antiviral Research > Jnj A07,Status,Preclinical / experimental
7,Emerging Antiviral Research,Natural Compounds 1,Flavonoids
7,Emerging Antiviral Research,Natural Compounds 2,Silymarin
7,Emerging Antiviral Research,Natural Compounds 3,Baicalein
7,Vaccines > Approved Vaccines > Dengvaxia Cyd Tdv,Type,Live attenuated
7,Vaccines > Approved Vaccines > Dengvaxia Cyd Tdv,Eligibility,Previously infected individuals
7,Vaccines > Approved Vaccines > Dengvaxia Cyd Tdv,Efficacy,≈60%
7,Vaccines > Approved Vaccines > Dengvaxia Cyd Tdv,Risk,Severe dengue in seronegative individuals
7,Vaccines > Approved Vaccines > Tak 003 Qdenga,Type,Live attenuated
7,Vaccines > Approved Vaccines > Tak 003 Qdenga > Efficacy,Symptomatic,61.2%
7,Vaccines > Approved Vaccines > Tak 003 Qdenga > Efficacy,Hospitalization,84%
7,Vaccines > Approved Vaccines > Tak 003 Qdenga > Efficacy,Dhf,70%
7,Vaccines > Pipeline Vaccines > Butantan Dv,Type,Single-dose tetravalent
7,Vaccines > Pipeline Vaccines > Butantan Dv > Efficacy,Overall,80%
7,Vaccines > Pipeline Vaccines > Butantan Dv > Efficacy,Previously Infected,89%
7,Vaccines > Pipeline Vaccines > Dengusiil,Status,Clinical trials
7,Vaccines > Pipeline Vaccines > Dengusiil,Response,High seroconversion
7,Vaccines,Development Challenges 1,Balanced immunity to all serotypes
7,Vaccines,Development Challenges 2,Antibody-dependent enhancement
7,Vaccines,Development Challenges 3,Limited animal models
7,Vector Control Strategies,Conventional 1,Insecticides
7,Vector Control Strategies,Conventional 2,Source reduction
7,Vector Control Strategies,Conventional 3,Mosquito surveillance
7,Vector Control Strategies > Biological > Wolbachia,Mechanism,Reduces viral replication
7,Vector Control Strategies > Biological > Wolbachia,Field Results,Reduced dengue transmission
7,Vector Control Strategies,Genetic 1,Genetically modified Aedes mosquitoes
7,Future Technologies > Stem Cell Therapy,Role,Reduces inflammation and organ damage
7,Future Technologies > Stem Cell Therapy,Evidence,Animal models
7,Future Technologies > Wearable Biosensors,Use,Early detection and real-time monitoring
7,General,Key Conclusions 1,Dengue burden is increasing globally
7,General,Key Conclusions 2,Treatment remains supportive
7,General,Key Conclusions 3,Early recognition of warning signs is critical
7,General,Key Conclusions 4,Vaccines and antivirals are promising but incomplete
7,General,Key Conclusions 5,Vector control remains the cornerstone of prevention
8,Metadata,Title,"Dengue virus: Etiology, epidemiology, pathobiology, and developments in diagnosis and control"
8,Metadata,Journal,"Infection, Genetics and Evolution"
8,Metadata,Year,2025
8,Metadata,Article Type,Comprehensive Review
8,Metadata,License,CC BY 4.0
8,Metadata,Publisher,Elsevier
8,Metadata,Intended Chatbot Scope 1,Medical education
8,Metadata,Intended Chatbot Scope 2,Clinical decision support
8,Metadata,Intended Chatbot Scope 3,Public health surveillance
8,Metadata,Intended Chatbot Scope 4,Research assistance
8,Disease Identity,Name,Dengue fever
8,Disease Identity,Virus,Dengue virus (DENV)
8,Disease Identity,Family,Flaviviridae
8,Disease Identity,Genus,Flavivirus
8,Disease Identity > Global Burden,Annual Infections,100–400 million
8,Disease Identity > Global Burden,Annual Deaths,"22,000–40,000"
8,Disease Identity > Global Burden,Population At Risk,≈50% of world population
8,Virus Structure And Genome > Virion,Shape,"Spherical, enveloped"
8,Virus Structure And Genome > Virion,Diameter Nm,50
8,Virus Structure And Genome > Virion,Symmetry,Icosahedral
8,Virus Structure And Genome > Genome,Type,Positive-sense single-stranded RNA
8,Virus Structure And Genome > Genome,Features 1,5′ cap
8,Virus Structure And Genome > Genome,Features 2,No 3′ poly-A tail
8,Virus Structure And Genome > Genome,Expression,Single polyprotein ORF
8,Virus Structure And Genome > Proteins,Structural 1,Capsid (C)
8,Virus Structure And Genome > Proteins,Structural 2,Membrane (M)
8,Virus Structure And Genome > Proteins,Structural 3,Envelope (E)
8,Virus Structure And Genome > Proteins,Non Structural 1,NS1
8,Virus Structure And Genome > Proteins,Non Structural 2,NS2A
8,Virus Structure And Genome > Proteins,Non Structural 3,NS2B
8,Virus Structure And Genome > Proteins,Non Structural 4,NS3
8,Virus Structure And Genome > Proteins,Non Structural 5,NS4A
8,Virus Structure And Genome > Proteins,Non Structural 6,NS4B
8,Virus Structure And Genome > Proteins,Non Structural 7,NS5
8,Virus Structure And Genome > Key Functions,E Protein,"Cell attachment, membrane fusion, neutralizing antibody target"
8,Virus Structure And Genome > Key Functions,Ns1,"Immune evasion, complement inhibition"
8,Virus Structure And Genome > Key Functions,Ns3 Ns5,Protease and RNA-dependent RNA polymerase
8,Serotypes And Immunity,Serotypes 1,DENV-1
8,Serotypes And Immunity,Serotypes 2,DENV-2
8,Serotypes And Immunity,Serotypes 3,DENV-3
8,Serotypes And Immunity,Serotypes 4,DENV-4
8,Serotypes And Immunity > Primary Infection,Immunity,Lifelong to same serotype
8,Serotypes And Immunity > Primary Infection,Severity,Usually mild to moderate
8,Serotypes And Immunity > Secondary Infection,Risk,High
8,Serotypes And Immunity > Secondary Infection,Mechanism,Antibody-dependent enhancement (ADE)
8,Serotypes And Immunity > Secondary Infection,Outcome 1,DHF
8,Serotypes And Immunity > Secondary Infection,Outcome 2,DSS
8,Vectors And Transmission,Primary Vector,Aedes aegypti
8,Vectors And Transmission,Secondary Vectors 1,Aedes albopictus
8,Vectors And Transmission,Secondary Vectors 2,Aedes polynesiensis
8,Vectors And Transmission,Secondary Vectors 3,Aedes scutellaris
8,Vectors And Transmission,Secondary Vectors 4,Aedes niveus
8,Vectors And Transmission,Vector Characteristics 1,Daytime biting
8,Vectors And Transmission,Vector Characteristics 2,Urban adaptation
8,Vectors And Transmission,Vector Characteristics 3,Anthropophilic
8,Vectors And Transmission,Vector Characteristics 4,Indoor resting
8,Vectors And Transmission,Transmission Routes 1,Mosquito bite (primary)
8,Vectors And Transmission,Transmission Routes 2,Blood transfusion (rare)
8,Vectors And Transmission,Transmission Routes 3,Vertical transmission
8,Vectors And Transmission,Transmission Routes 4,Needlestick injury (rare)
8,Vectors And Transmission > Incubation,Human Days,5–7 (up to 14)
8,Vectors And Transmission > Incubation,Mosquito Days,7–14
8,Viral Replication Cycle,Entry,Receptor-mediated endocytosis
8,Viral Replication Cycle,Host Receptors 1,Heparan sulfate
8,Viral Replication Cycle,Host Receptors 2,Hsp70 / Hsp90
8,Viral Replication Cycle,Host Receptors 3,CD14
8,Viral Replication Cycle,Host Receptors 4,GRP78/BiP
8,Viral Replication Cycle,Host Receptors 5,Laminin receptor
8,Viral Replication Cycle,Host Receptors 6,C-type lectin receptors
8,Viral Replication Cycle,Replication Site,Endoplasmic reticulum (ER)
8,Viral Replication Cycle,Assembly,Budding into ER lumen
8,Viral Replication Cycle,Maturation,prM cleavage in trans-Golgi network
8,Viral Replication Cycle,Release,Exocytosis of mature virions
8,Pathogenesis,Target Cells 1,Monocytes
8,Pathogenesis,Target Cells 2,Macrophages
8,Pathogenesis,Target Cells 3,Dendritic cells
8,Pathogenesis,Target Cells 4,Endothelial cells
8,Pathogenesis,Severity Drivers 1,High viremia
8,Pathogenesis,Severity Drivers 2,Secondary infection
8,Pathogenesis,Severity Drivers 3,Host genetics
8,Pathogenesis,Severity Drivers 4,Immune dysregulation
8,Pathogenesis > Immune Mechanisms,Innate 1,Type I interferons (IFN-α/β)
8,Pathogenesis > Immune Mechanisms,Innate 2,NK cell activation
8,Pathogenesis > Immune Mechanisms,Innate 3,Complement activation
8,Pathogenesis > Immune Mechanisms,Adaptive 1,IgM → IgG antibody switch
8,Pathogenesis > Immune Mechanisms,Adaptive 2,CD4 and CD8 T cell responses
8,Pathogenesis > Immune Mechanisms,Adaptive 3,Immunopathology in secondary infection
8,Clinical Spectrum,Phases 1,Febrile phase
8,Clinical Spectrum,Phases 2,Critical phase
8,Clinical Spectrum,Phases 3,Recovery phase
8,Clinical Spectrum,Classic Dengue 1,High fever (39–40°C)
8,Clinical Spectrum,Classic Dengue 2,Headache
8,Clinical Spectrum,Classic Dengue 3,Myalgia
8,Clinical Spectrum,Classic Dengue 4,Arthralgia
8,Clinical Spectrum,Classic Dengue 5,Rash
8,Clinical Spectrum,Classic Dengue 6,Retro-orbital pain
8,Clinical Spectrum > Dengue Hemorrhagic Fever,Criteria 1,Fever
8,Clinical Spectrum > Dengue Hemorrhagic Fever,Criteria 2,Bleeding manifestations
8,Clinical Spectrum > Dengue Hemorrhagic Fever,Criteria 3,Plasma leakage
8,Clinical Spectrum > Dengue Hemorrhagic Fever,Criteria 4,Thrombocytopenia
8,Clinical Spectrum > Dengue Shock Syndrome,Features 1,Cold clammy skin
8,Clinical Spectrum > Dengue Shock Syndrome,Features 2,Weak rapid pulse
8,Clinical Spectrum > Dengue Shock Syndrome,Features 3,Hypotension
8,Clinical Spectrum > Dengue Shock Syndrome,Features 4,Altered consciousness
8,Co Infections,Common 1,Zika virus
8,Co Infections,Common 2,Chikungunya
8,Co Infections,Common 3,Malaria
8,Co Infections,Common 4,COVID-19
8,Co Infections,Common 5,West Nile virus
8,Co Infections,Clinical Impact 1,Increased severity
8,Co Infections,Clinical Impact 2,Diagnostic confusion
8,Co Infections,Clinical Impact 3,Higher hospitalization risk
8,Diagnostics,Early Phase 1,RT-PCR
8,Diagnostics,Early Phase 2,Virus isolation
8,Diagnostics,Early Phase 3,NS1 antigen detection
8,Diagnostics,Late Phase 1,IgM ELISA
8,Diagnostics,Late Phase 2,IgG ELISA
8,Diagnostics,Late Phase 3,Hemagglutination inhibition test
8,Diagnostics > Rapid Tests,Targets 1,NS1
8,Diagnostics > Rapid Tests,Targets 2,IgM
8,Diagnostics > Rapid Tests,Targets 3,IgG
8,Diagnostics > Rapid Tests,Advantages 1,Low cost
8,Diagnostics > Rapid Tests,Advantages 2,Fast results
8,Diagnostics > Rapid Tests,Advantages 3,Minimal training required
8,Diagnostics > Rapid Tests,Limitations 1,Lower sensitivity in secondary infection
8,Diagnostics > Rapid Tests,Limitations 2,Serotype variability
8,Treatment,Current Status,No approved antiviral therapy
8,Treatment,Standard Care 1,Supportive treatment
8,Treatment,Standard Care 2,Fluid management
8,Treatment,Standard Care 3,Monitoring for warning signs
8,Treatment,Drug Restrictions 1,Avoid NSAIDs
8,Treatment,Drug Restrictions 2,Avoid aspirin
8,Antiviral Research,Viral Targets 1,Envelope protein (fusion inhibitors)
8,Antiviral Research,Viral Targets 2,NS3 protease
8,Antiviral Research,Viral Targets 3,NS5 polymerase
8,Antiviral Research,Host Targets 1,α-glucosidase
8,Antiviral Research,Host Targets 2,IMP dehydrogenase
8,Antiviral Research,Ideal Drug Profile 1,Effective against all serotypes
8,Antiviral Research,Ideal Drug Profile 2,Oral
8,Antiviral Research,Ideal Drug Profile 3,Low resistance risk
8,Vaccines > Licensed > Dengvaxia,Type,Live attenuated
8,Vaccines > Licensed > Dengvaxia,Limitation,Risk in seronegative individuals
8,Vaccines,Candidates 1,DENVax
8,Vaccines,Candidates 2,TV003 / TV005
8,Vaccines,Candidates 3,DNA vaccines
8,Vaccines,Candidates 4,Subunit vaccines
8,Vaccines,Candidates 5,Inactivated vaccines
8,Vaccines,Development Challenges 1,ADE
8,Vaccines,Development Challenges 2,Balanced tetravalent immunity
8,Vaccines,Development Challenges 3,Lack of animal models
8,Epidemiology,High Burden Regions 1,Asia (~70%)
8,Epidemiology,High Burden Regions 2,Americas
8,Epidemiology,High Burden Regions 3,Western Pacific
8,Epidemiology,High Burden Regions 4,Africa
8,Epidemiology,Recent Trends 1,Explosive outbreaks in 2023–2024
8,Epidemiology,Recent Trends 2,Expansion into Europe
8,Epidemiology,Recent Trends 3,Climate-driven spread
8,Prevention And Control,Vector Control 1,Source reduction
8,Prevention And Control,Vector Control 2,Insecticides
8,Prevention And Control,Vector Control 3,Insect growth regulators
8,Prevention And Control,Biological 1,Wolbachia-based control
8,Prevention And Control,Biological 2,Sterile insect technique
8,Prevention And Control,Community Measures 1,Public awareness
8,Prevention And Control,Community Measures 2,Surveillance
8,Prevention And Control,Community Measures 3,Early outbreak detection
8,General,Core Chatbot Messages 1,Dengue severity depends on immune history
8,General,Core Chatbot Messages 2,Secondary infection is the highest risk
8,General,Core Chatbot Messages 3,Early diagnosis saves lives
8,General,Core Chatbot Messages 4,Vector control remains essential
8,General,Core Chatbot Messages 5,Supportive care is currently the only treatment
9,Metadata,Source,Cleveland Clinic
9,Metadata,Document Type,Patient Education Guide
9,Metadata,Disease,Dengue Fever
9,Metadata,Audience,General public
9,Metadata,Medical Level,"Non-clinical, safety-focused"
9,Metadata,Last Reviewed,Not specified
9,Overview,Definition,Dengue fever is a mosquito-borne viral illness caused by dengue virus infection.
9,Overview,Severity Range 1,Asymptomatic
9,Overview,Severity Range 2,Mild flu-like illness
9,Overview,Severity Range 3,Severe dengue (dengue hemorrhagic fever)
9,Overview,Key Risk Fact,Second infection with a different dengue virus strain increases risk of severe disease.
9,Causative Agent,Virus,Dengue virus (DENV)
9,Causative Agent,Strains 1,DENV-1
9,Causative Agent,Strains 2,DENV-2
9,Causative Agent,Strains 3,DENV-3
9,Causative Agent,Strains 4,DENV-4
9,Causative Agent > Immunity,After Infection,Long-term immunity to the same strain
9,Causative Agent > Immunity,Cross Strain Effect,Increased severity risk due to antibody-dependent enhancement (ADE)
9,Transmission,Primary Mode,Bite of infected Aedes mosquito
9,Transmission,Mosquito Species,Aedes mosquitoes
9,Transmission,Human To Human,Not contagious
9,Transmission,Exceptions 1,Mother-to-child during pregnancy or childbirth
9,Geographical Distribution,Common Regions 1,Central America
9,Geographical Distribution,Common Regions 2,South America
9,Geographical Distribution,Common Regions 3,Africa
9,Geographical Distribution,Common Regions 4,Asia
9,Geographical Distribution,Common Regions 5,Pacific Islands
9,Geographical Distribution,Global Risk Population,More than half of the world’s population
9,Geographical Distribution,High Risk Groups 1,Children
9,Geographical Distribution,High Risk Groups 2,Elderly
9,Geographical Distribution,High Risk Groups 3,Pregnant women
9,Geographical Distribution,High Risk Groups 4,Frequent travelers to endemic regions
9,Incubation And Course > Incubation Period Days,Min,4
9,Incubation And Course > Incubation Period Days,Max,10
9,Incubation And Course > Typical Duration Days,Min,3
9,Incubation And Course > Typical Duration Days,Max,7
9,Incubation And Course,Progression Risk,About 1 in 20 cases progress to severe dengue
9,Symptoms,Common Symptoms 1,High fever (up to 104°F / 40°C)
9,Symptoms,Common Symptoms 2,Rash
9,Symptoms,Common Symptoms 3,Intense pain behind the eyes
9,Symptoms,Common Symptoms 4,Muscle pain
9,Symptoms,Common Symptoms 5,Bone pain
9,Symptoms,Common Symptoms 6,Joint pain
9,Symptoms,Common Symptoms 7,Nausea
9,Symptoms,Common Symptoms 8,Vomiting
9,Symptoms,Symptom Notes 1,Symptoms often resemble influenza
9,Symptoms,Symptom Notes 2,Most infections cause mild or no symptoms
9,Severe Dengue,Description,A life-threatening complication occurring after fever subsides
9,Severe Dengue,Onset Window Hours,24–48 hours after fever goes away
9,Severe Dengue,Warning Signs 1,Severe abdominal pain
9,Severe Dengue,Warning Signs 2,Frequent vomiting
9,Severe Dengue,Warning Signs 3,Vomiting blood
9,Severe Dengue,Warning Signs 4,Blood in stool
9,Severe Dengue,Warning Signs 5,Nosebleeds
9,Severe Dengue,Warning Signs 6,Bleeding gums
9,Severe Dengue,Warning Signs 7,Extreme tiredness
9,Severe Dengue,Warning Signs 8,Restlessness
9,Severe Dengue,Warning Signs 9,Irritability
9,Severe Dengue,Emergency Instruction,Immediate emergency care required
9,Pathophysiology Simple,Mechanism 1,Virus multiplies in bloodstream
9,Pathophysiology Simple,Mechanism 2,Immune response damages blood vessels
9,Pathophysiology Simple,Mechanism 3,Platelet destruction and plasma leakage
9,Pathophysiology Simple,Mechanism 4,Risk of internal bleeding and shock
9,Diagnosis,Primary Method,Blood test
9,Diagnosis,Test Purposes 1,Detect dengue virus
9,Diagnosis,Test Purposes 2,Identify virus strain
9,Diagnosis,Test Purposes 3,Rule out similar infections
9,Diagnosis,Timing Note,Testing guided by symptom onset and exposure history
9,Treatment,Specific Antiviral,None available
9,Treatment,Management Strategy,Supportive care only
9,Treatment,Home Care 1,Adequate hydration
9,Treatment,Home Care 2,Plenty of rest
9,Treatment,Home Care 3,Acetaminophen (paracetamol) for pain and fever
9,Treatment,Medications To Avoid 1,Aspirin
9,Treatment,Medications To Avoid 2,Ibuprofen
9,Treatment,Medications To Avoid 3,Other NSAIDs
9,Treatment,Reason For Avoidance,Increased risk of life-threatening bleeding
9,Hospital Care,Indications 1,Severe dengue symptoms
9,Hospital Care,Indications 2,Warning signs present
9,Hospital Care,Indications 3,High-risk patients
9,Hospital Care,Possible Interventions 1,Intravenous fluids
9,Hospital Care,Possible Interventions 2,Close monitoring
9,Hospital Care,Possible Interventions 3,Blood transfusion if required
9,Prognosis,Mild Cases,Full recovery expected
9,Prognosis,Severe Cases With Treatment,>99% survival rate
9,Prognosis,Risk Without Treatment,High mortality
9,Pregnancy Considerations,Possible Complications 1,Miscarriage
9,Pregnancy Considerations,Possible Complications 2,Preterm birth
9,Pregnancy Considerations,Possible Complications 3,Low birth weight
9,Pregnancy Considerations,Recommendation,Avoid travel to dengue-endemic areas during pregnancy
9,Reinfection,Possibility,True
9,Reinfection,Severity Risk,Higher with subsequent infections
9,Reinfection,Prevention Focus,Vaccination discussion and mosquito avoidance
9,Prevention,Primary Strategy,Prevent mosquito bites
9,Prevention,Personal Protection 1,EPA-registered insect repellents (20–30% DEET)
9,Prevention,Personal Protection 2,Cover exposed skin
9,Prevention,Personal Protection 3,Use mosquito nets
9,Prevention,Personal Protection 4,Repair window and door screens
9,Prevention,Environmental Control 1,Remove standing water
9,Prevention,Environmental Control 2,Dispose of containers holding water
9,Prevention,Environmental Control 3,Fill low-lying water collection areas
9,Vaccination,Availability,Two vaccines exist (one available in the U.S.)
9,Vaccination,Target Group 1,Children in endemic areas
9,Vaccination,Target Group 2,Selected high-risk adults
9,Vaccination,Note,Eligibility depends on prior dengue exposure
9,When To Seek Care,See Doctor If 1,Any dengue symptoms after travel
9,When To Seek Care,See Doctor If 2,Living in endemic region with fever
9,When To Seek Care,Go To Er If 1,Any warning signs of severe dengue
9,When To Seek Care,Go To Er If 2,Bleeding
9,When To Seek Care,Go To Er If 3,Severe abdominal pain
9,When To Seek Care,Go To Er If 4,Persistent vomiting
9,General,Key Chatbot Messages 1,"Dengue is spread by mosquitoes, not casual contact"
9,General,Key Chatbot Messages 2,Second dengue infection is more dangerous
9,General,Key Chatbot Messages 3,Avoid aspirin and NSAIDs
9,General,Key Chatbot Messages 4,Warning signs require emergency care
9,General,Key Chatbot Messages 5,Most patients recover fully with early care
10,Metadata,Title,"Dengue Fever: Stages, Complication, Diagnosis, and Prevention Strategies"
10,Metadata,Authors 1,Poulomi Biswas
10,Metadata,Authors 2,Santosh Ganguly
10,Metadata,Authors 3,Biplab Debnath
10,Metadata,Journal,Asian Journal of Pharmaceutical and Clinical Research
10,Metadata,Volume,14
10,Metadata,Issue,5
10,Metadata,Year,2021
10,Metadata,Article Type,Review Article
10,Metadata,License,CC BY 4.0
10,Metadata,Geographical Focus,Global with Asia emphasis
10,Disease Identity,Name,Dengue Fever
10,Disease Identity,Alternate Names 1,Break-bone fever
10,Disease Identity,Alternate Names 2,Dengue hemorrhagic fever (severe form)
10,Disease Identity,Classification,Arthropod-borne viral disease
10,Disease Identity,Family,Flaviviridae
10,Disease Identity,Genus,Flavivirus
10,Virus Characteristics,Virus Name,Dengue virus (DENV)
10,Virus Characteristics > Genome,Type,Single-stranded positive-sense RNA
10,Virus Characteristics > Genome,Length Kb,11
10,Virus Characteristics > Genome,Open Reading Frame,Single ORF
10,Virus Characteristics,Serotypes 1,DENV-1
10,Virus Characteristics,Serotypes 2,DENV-2
10,Virus Characteristics,Serotypes 3,DENV-3
10,Virus Characteristics,Serotypes 4,DENV-4
10,Virus Characteristics > Immunity,Homotypic,Lifelong immunity to same serotype
10,Virus Characteristics > Immunity,Heterotypic,Temporary and partial
10,Virus Characteristics > Immunity,Risk,Secondary infection increases severe dengue risk
10,Virus Characteristics,Structural Proteins 1,Capsid (C)
10,Virus Characteristics,Structural Proteins 2,pre-Membrane (prM)
10,Virus Characteristics,Structural Proteins 3,Envelope (E)
10,Virus Characteristics,Non Structural Proteins 1,NS1
10,Virus Characteristics,Non Structural Proteins 2,NS2A
10,Virus Characteristics,Non Structural Proteins 3,NS2B
10,Virus Characteristics,Non Structural Proteins 4,NS3
10,Virus Characteristics,Non Structural Proteins 5,NS4A
10,Virus Characteristics,Non Structural Proteins 6,NS4B
10,Virus Characteristics,Non Structural Proteins 7,NS5
10,Vectors > Primary Vector,Species,Aedes aegypti
10,Vectors > Primary Vector,Characteristics 1,Daytime biting
10,Vectors > Primary Vector,Characteristics 2,Urban adaptation
10,Vectors > Primary Vector,Characteristics 3,Breeds in clean stagnant water
10,Vectors > Primary Vector,Characteristics 4,Indoor resting
10,Vectors,Secondary Vectors 1,Aedes albopictus
10,Vectors,Secondary Vectors 2,Aedes polynesiensis
10,Vectors,Secondary Vectors 3,Aedes scutellaris
10,Vectors,Secondary Vectors 4,Aedes niveus (sylvatic)
10,Vectors > Life Cycle Days,Average,8–10
10,Vectors > Life Cycle Days,Stages 1,Egg
10,Vectors > Life Cycle Days,Stages 2,Larva
10,Vectors > Life Cycle Days,Stages 3,Pupa
10,Vectors > Life Cycle Days,Stages 4,Adult
10,Transmission,Primary,Mosquito bite
10,Transmission,Additional Routes 1,Blood transfusion
10,Transmission,Additional Routes 2,Organ transplantation
10,Transmission,Additional Routes 3,Vertical transmission (mother to child)
10,Transmission,Additional Routes 4,Rare human-to-human transmission
10,Transmission > Geographical Limits,Latitude,35°N–35°S
10,Transmission > Geographical Limits,Altitude Meters,<1000
10,Global Epidemiology,Endemic Countries,>100
10,Global Epidemiology,Annual Infections Estimated,390000000
10,Global Epidemiology,Population At Risk,>2.5 billion
10,Global Epidemiology,High Burden Regions 1,South-East Asia
10,Global Epidemiology,High Burden Regions 2,Western Pacific
