Record,Section,Field,Value
4,Clinical Features,Adults 2,Diarrhea or constipation
4,Clinical Features,Adults 3,Headache
4,Clinical Features,Adults 4,Relative bradycardia
4,Clinical Features > Physical Signs > Rose Spots,Description,Faint pink maculopapular rash on trunk
4,Clinical Features > Physical Signs > Rose Spots,Frequency,"<7% in LMIC, up to 19% in high-income countries"
4,Laboratory Findings,Hematology 1,Normal or low total leukocyte count
4,Laboratory Findings,Hematology 2,Neutrophilia
4,Laboratory Findings,Hematology 3,Thrombocytopenia
4,Laboratory Findings,Hematology 4,Eosinopenia (consistent finding)
4,Laboratory Findings,Hematology 5,Mild elevation of liver enzymes
4,Diagnosis,Gold Standard,Culture and sensitivity
4,Diagnosis > Culture Methods > Blood Culture,Sensitivity,40–60%
4,Diagnosis > Culture Methods > Blood Culture,Best Time,First week (up to 90% yield)
4,Diagnosis > Culture Methods > Blood Culture > Volume,Children,2–4 mL
4,Diagnosis > Culture Methods > Blood Culture > Volume,Adults,10–15 mL
4,Diagnosis > Culture Methods > Bone Marrow Culture,Sensitivity,>80%
4,Diagnosis > Culture Methods > Bone Marrow Culture,Use Case,Previously treated or prolonged illness
4,Diagnosis > Culture Methods > Bone Marrow Culture,Note,Invasive; not routine
4,Diagnosis > Culture Methods > Stool Culture,Use,Carrier detection
4,Diagnosis > Culture Methods > Stool Culture,Note,Poor yield in acute illness
4,Diagnosis > Culture Methods > Urine Culture,Use,Chronic urinary carriage
4,Diagnosis > Serology > Widal Test,Utility,Supportive only
4,Diagnosis > Serology > Widal Test,Limitations 1,Low sensitivity
4,Diagnosis > Serology > Widal Test,Limitations 2,False positives
4,Diagnosis > Serology > Widal Test,Limitations 3,False negatives after antibiotics
4,Diagnosis > Serology > Widal Test,Positive Titer,≥1:160
4,Diagnosis > Serology > Typhidot M,Detects,IgM antibodies
4,Diagnosis > Serology > Typhidot M,Advantage,Early diagnosis
4,Diagnosis > Serology > Typhidot M,Accuracy,>93% sensitivity
4,Diagnosis > Molecular Tests > Pcr,Status,Research use only
4,Diagnosis > Molecular Tests > Pcr,Samples 1,Blood
4,Diagnosis > Molecular Tests > Pcr,Samples 2,Urine
4,Treatment,General Principles 1,Start antibiotics early
4,Treatment,General Principles 2,Do not delay treatment for lab results
4,Treatment,General Principles 3,Supportive care essential
4,Treatment > Antibiotics,Uncomplicated 1,Cefixime
4,Treatment > Antibiotics,Uncomplicated 2,Azithromycin
4,Treatment > Antibiotics,Severe Or Complicated 1,Ceftriaxone
4,Treatment > Antibiotics,Severe Or Complicated 2,Cefotaxime
4,Treatment > Antibiotics > Drug Dosage Mg Per Kg Per Day,Ceftriaxone,100 (max 4 g)
4,Treatment > Antibiotics > Drug Dosage Mg Per Kg Per Day,Cefotaxime,150–200 (max 8 g)
4,Treatment > Antibiotics > Drug Dosage Mg Per Kg Per Day,Cefixime,20 (max 1200 mg)
4,Treatment > Antibiotics > Drug Dosage Mg Per Kg Per Day,Azithromycin,20 (max 1 g)
4,Treatment > Antimicrobial Resistance,Mdr 1,Chloramphenicol
4,Treatment > Antimicrobial Resistance,Mdr 2,Ampicillin
4,Treatment > Antimicrobial Resistance,Mdr 3,Trimethoprim-sulfamethoxazole
4,Treatment > Antimicrobial Resistance,Narst,Nalidixic-acid-resistant strains
4,Treatment > Antimicrobial Resistance,Concern,Fluoroquinolone resistance increasing
4,Complications,Intestinal 1,Intestinal perforation
4,Complications,Intestinal 2,Gastrointestinal bleeding
4,Complications,Extra Intestinal 1,Hepatitis
4,Complications,Extra Intestinal 2,Pneumonia
4,Complications,Extra Intestinal 3,Encephalopathy
4,Complications,Extra Intestinal 4,Myocarditis
4,Complications,Extra Intestinal 5,Acute kidney injury
4,Complications > Risk Statistics,Children,27%
4,Complications > Risk Statistics,Adults,17%
4,Prevention,Water 1,Safe drinking water
4,Prevention,Water 2,Boiled or treated water
4,Prevention,Food Safety 1,Hand washing
4,Prevention,Food Safety 2,Proper cooking
4,Prevention,Food Safety 3,Avoid raw food
4,Prevention,Food Safety 4,Clean food surfaces
4,Prevention,Sanitation 1,Proper sewage disposal
4,Prevention,Sanitation 2,No human excreta as fertilizer
4,Prevention,Health Education 1,Community awareness
4,Prevention,Health Education 2,School education
4,Prevention,Health Education 3,Healthcare worker training
4,Vaccination,Available Vaccines 1,Vi polysaccharide vaccine
4,Vaccination,Available Vaccines 2,Ty21a live attenuated vaccine
4,Vaccination,Available Vaccines 3,Typhoid conjugate vaccine
4,Vaccination,Age Eligibility,≥2 years
4,Vaccination,Efficacy,55–72%
4,Vaccination,Duration Of Protection,≈3 years
4,Vaccination,Who Recommendations 1,Endemic regions
4,Vaccination,Who Recommendations 2,Travelers
4,Vaccination,Who Recommendations 3,Outbreak control
4,Vaccination,Who Recommendations 4,School-based immunization
4,Public Health,Notifiable Disease,True
4,Public Health,Control Measures 1,Case isolation
4,Public Health,Control Measures 2,Contact tracing
4,Public Health,Control Measures 3,Carrier treatment
4,Public Health,Control Measures 4,Food handler restrictions
4,General,Chatbot Intents Supported 1,What is typhoid fever?
4,General,Chatbot Intents Supported 2,Symptoms of typhoid
4,General,Chatbot Intents Supported 3,Diagnosis methods
4,General,Chatbot Intents Supported 4,Treatment options
4,General,Chatbot Intents Supported 5,Drug dosage guidance
4,General,Chatbot Intents Supported 6,Complications
4,General,Chatbot Intents Supported 7,Vaccination information
4,General,Chatbot Intents Supported 8,Prevention tips
4,General,Chatbot Intents Supported 9,Difference between typhoid and paratyphoid
5,General,Knowledge Domain,Infectious Diseases
5,Disease,Name,Typhoid Fever
5,Disease,Synonyms 1,Enteric Fever
5,Disease > Causative Agents,Primary,Salmonella enterica serovar Typhi
5,Disease > Causative Agents,Related 1,Salmonella Paratyphi A
5,Disease > Causative Agents,Related 2,Salmonella Paratyphi B
5,Disease > Causative Agents,Related 3,Salmonella Paratyphi C
5,Disease > Pathogen Profile,Family,Enterobacteriaceae
5,Disease > Pathogen Profile,Shape,Rod-shaped
5,Disease > Pathogen Profile,Gram Stain,Gram-negative
5,Disease > Pathogen Profile,Oxygen Requirement,Facultative anaerobe
5,Disease > Pathogen Profile,Motility,Motile (peritrichous flagella)
5,Disease > Pathogen Profile > Antigens,O Antigen,Somatic antigen
5,Disease > Pathogen Profile > Antigens,H Antigen,Flagellar antigen
5,Disease > Pathogen Profile > Antigens > Vi Antigen,Present In 1,S. Typhi
5,Disease > Pathogen Profile > Antigens > Vi Antigen,Present In 2,S. Paratyphi C
5,Disease > Pathogen Profile > Antigens > Vi Antigen,Absent In 1,S. Paratyphi A
5,Disease > Pathogen Profile > Antigens > Vi Antigen,Absent In 2,S. Paratyphi B
5,Disease > Pathogen Profile > Antigens > Vi Antigen,Function 1,Enhances virulence
5,Disease > Pathogen Profile > Antigens > Vi Antigen,Function 2,Resists complement-mediated lysis
5,Disease > Pathogen Profile > Antigens > Vi Antigen,Function 3,Aids immune evasion
5,Disease > Incubation Period,Average Days,7–14
5,Disease > Incubation Period,Range Days,3–60
5,Epidemiology,Global Distribution 1,South Asia
5,Epidemiology,Global Distribution 2,Southeast Asia
5,Epidemiology,Global Distribution 3,Sub-Saharan Africa
5,Epidemiology,Global Distribution 4,Oceania (island nations)
5,Epidemiology > Burden,Global Cases,Millions annually
5,Epidemiology > Burden,Global Deaths,Thousands annually
5,Epidemiology > Burden,Trend,Declining since 2000 but still endemic
5,Epidemiology,High Risk Groups 1,Children (5–15 years)
5,Epidemiology,High Risk Groups 2,Children under 5 years
5,Epidemiology,High Risk Groups 3,Elderly
5,Epidemiology,High Risk Groups 4,Low-income populations
5,Epidemiology,High Risk Groups 5,Immunocompromised individuals
5,Epidemiology,High Risk Groups 6,People with achlorhydria
5,Epidemiology > Regional Example Sri Lanka,High Incidence Districts 1,Vavuniya
5,Epidemiology > Regional Example Sri Lanka,High Incidence Districts 2,Jaffna
5,Epidemiology > Regional Example Sri Lanka,High Incidence Districts 3,Nuwara Eliya
5,Epidemiology > Regional Example Sri Lanka,High Incidence Districts 4,Colombo
5,Epidemiology > Regional Example Sri Lanka,High Incidence Districts 5,Kegalle
5,Epidemiology > Regional Example Sri Lanka,Contributing Factors 1,Water scarcity
5,Epidemiology > Regional Example Sri Lanka,Contributing Factors 2,Contaminated springs
5,Epidemiology > Regional Example Sri Lanka,Contributing Factors 3,Unsafe food practices
5,Epidemiology > Regional Example Sri Lanka,Contributing Factors 4,Poor sanitation
5,Transmission,Route,Fecal–oral
5,Transmission > Cycles,Short Cycle,"Local contamination (food handlers, households)"
5,Transmission > Cycles,Long Cycle,Environmental contamination (water sources)
5,Transmission,Risk Factors 1,Unsafe drinking water
5,Transmission,Risk Factors 2,Poor sanitation
5,Transmission,Risk Factors 3,Inadequate hygiene
5,Transmission,Risk Factors 4,Contaminated food
5,Transmission,Risk Factors 5,High population density
5,Pathogenesis,Entry,Ingestion of contaminated food or water
5,Pathogenesis,Early Phase,Silent primary bacteremia
5,Pathogenesis,Target System,Reticuloendothelial system
5,Pathogenesis,Cellular Mechanism,Intracellular multiplication inside macrophages
5,Pathogenesis,Systemic Spread,Secondary bacteremia leading to clinical illness
5,Clinical Features,General Symptoms 1,Persistent high fever
5,Clinical Features,General Symptoms 2,Headache
5,Clinical Features,General Symptoms 3,Malaise
5,Clinical Features,General Symptoms 4,Fatigue
5,Clinical Features,General Symptoms 5,Abdominal discomfort
5,Clinical Features > Gastrointestinal,Children,Diarrhea common
5,Clinical Features > Gastrointestinal,Older Children And Adults 1,Constipation
5,Clinical Features > Gastrointestinal,Older Children And Adults 2,Diarrhea
5,Clinical Features,Severe Risk Factors 1,Immunosuppression
5,Clinical Features,Severe Risk Factors 2,Low gastric acidity
5,Clinical Features,Severe Risk Factors 3,High bacterial load ingestion
5,Complications,Overall Rate,10–15% of hospitalized patients
5,Complications,Major Life Threatening 1,Intestinal hemorrhage
5,Complications,Major Life Threatening 2,Intestinal perforation
5,Complications,Major Life Threatening 3,Encephalopathy
5,Complications,Major Life Threatening 4,Hemodynamic shock
5,Complications > Intestinal Perforation,Outbreak Rate,Up to 40%
5,Complications > Intestinal Perforation,Mortality Rate,18–43%
5,Carrier State,Definition,Chronic gallbladder carriage with continuous shedding
5,Carrier State,Prevalence,2–5% of infected individuals
5,Carrier State,Risk Factors 1,Older age
5,Carrier State,Risk Factors 2,Pre-existing gallbladder disease
5,Carrier State,Public Health Significance 1,Sustains endemic transmission
5,Carrier State,Public Health Significance 2,Foodborne outbreaks via carriers
5,Carrier State,Long Term Risk,Increased risk of hepatobiliary cancer
5,Diagnosis,Clinical Challenges 1,Non-specific symptoms
5,Diagnosis,Clinical Challenges 2,Confusion with other febrile illnesses
5,Diagnosis > Laboratory Confirmation > Blood Culture,Gold Standard,True
5,Diagnosis > Laboratory Confirmation > Blood Culture,Sensitivity,~60%
5,Diagnosis > Laboratory Confirmation > Blood Culture,Limitations 1,Reduced by prior antibiotics
5,Diagnosis > Laboratory Confirmation > Blood Culture,Limitations 2,Low use in LMIC outpatient settings
5,Diagnosis,Serology Limitations 1,Variable antibody response
5,Diagnosis,Serology Limitations 2,Cross-reactivity with other bacteria
5,Diagnosis,Surveillance Issues 1,Underdiagnosis in children
5,Diagnosis,Surveillance Issues 2,Underreporting in LMICs
5,Treatment,Principles 1,Early antibiotic therapy
5,Treatment,Principles 2,Do not rely on clinical diagnosis alone
5,Treatment,Principles 3,Supportive care
5,Treatment,Resistance Concern 1,Multidrug-resistant strains
5,Treatment,Resistance Concern 2,Ceftriaxone-resistant outbreaks reported
5,Prevention,Water And Sanitation 1,Safe water supply
5,Prevention,Water And Sanitation 2,Improved sanitation
5,Prevention,Water And Sanitation 3,Proper sewage disposal
5,Prevention,Food Safety 1,Hand hygiene
5,Prevention,Food Safety 2,Safe food preparation
5,Prevention,Food Safety 3,Food handler screening
5,Prevention > Vaccination,Types 1,Typhoid conjugate vaccine (TCV)
5,Prevention > Vaccination,Types 2,Vi polysaccharide vaccine
5,Prevention > Vaccination,Types 3,Ty21a live oral vaccine
5,Prevention > Vaccination,Who Recommendation 1,Endemic regions
5,Prevention > Vaccination,Who Recommendation 2,Outbreak control
5,Prevention > Vaccination,Who Recommendation 3,Routine childhood immunization
5,Public Health,Disease Status,Notifiable disease
5,Public Health,Control Measures 1,Surveillance
5,Public Health,Control Measures 2,Case isolation
5,Public Health,Control Measures 3,Carrier identification
5,Public Health,Control Measures 4,Vaccination campaigns
5,Chatbot Capabilities,Supported Intents 1,What is typhoid fever?
5,Chatbot Capabilities,Supported Intents 2,How does typhoid spread?
5,Chatbot Capabilities,Supported Intents 3,Symptoms of typhoid
5,Chatbot Capabilities,Supported Intents 4,Complications of typhoid
5,Chatbot Capabilities,Supported Intents 5,Diagnosis methods
5,Chatbot Capabilities,Supported Intents 6,Carrier state explanation
5,Chatbot Capabilities,Supported Intents 7,Vaccination information
5,Chatbot Capabilities,Supported Intents 8,Prevention tips
5,Chatbot Capabilities,Supported Intents 9,Epidemiology data
5,Chatbot Capabilities,Safe Use Note,Information-only. Not a substitute for medical diagnosis or treatment.
6,Meta,Version,1.0
6,Meta,Last Updated,2026
6,Meta,Data Sources 1,WHO / WER reports
6,Meta,Data Sources 2,IAP Standard Treatment Guidelines
6,Meta,Data Sources 3,Anaesthesia Tutorials
6,Meta,Data Sources 4,National communicable disease manuals
6,Meta,Data Sources 5,Uploaded PDFs (throyidfever series)
6,Meta,Intended Use,"Medical education, public health awareness, chatbot assistance"
6,Meta,Disclaimer,Information-only. Not a substitute for professional medical care.
6,Disease Profile,Name,Enteric Fever
6,Disease Profile,Common Name,Typhoid Fever
6,Disease Profile > Causative Agents,Typhoid,Salmonella enterica serovar Typhi
6,Disease Profile > Causative Agents,Paratyphoid 1,Salmonella Paratyphi A
6,Disease Profile > Causative Agents,Paratyphoid 2,Salmonella Paratyphi B
6,Disease Profile > Causative Agents,Paratyphoid 3,Salmonella Paratyphi C
6,Disease Profile,Reservoir,Humans only
6,Disease Profile > Bacterial Characteristics,Gram Stain,Gram-negative
6,Disease Profile > Bacterial Characteristics,Shape,Bacillus
6,Disease Profile > Bacterial Characteristics,Motility,Motile (flagellated)
6,Disease Profile > Bacterial Characteristics,Oxygen Requirement,Facultative anaerobe
6,Disease Profile > Bacterial Characteristics > Antigens,O,Somatic antigen
6,Disease Profile > Bacterial Characteristics > Antigens,H,Flagellar antigen
6,Disease Profile > Bacterial Characteristics > Antigens > Vi,Role 1,Virulence factor
6,Disease Profile > Bacterial Characteristics > Antigens > Vi,Role 2,Immune evasion
6,Disease Profile > Bacterial Characteristics > Antigens > Vi,Role 3,Carrier state association
6,Disease Profile > Bacterial Characteristics > Antigens > Vi,Present In 1,S. Typhi
6,Disease Profile > Bacterial Characteristics > Antigens > Vi,Present In 2,S. Paratyphi C
6,Epidemiology > Global Burden,Annual Cases,11–20 million
6,Epidemiology > Global Burden,Annual Deaths,"130,000–160,000"
6,Epidemiology > Global Burden,Trend,"Declining globally, persistent in LMICs"
6,Epidemiology,High Burden Regions 1,South Asia
6,Epidemiology,High Burden Regions 2,Southeast Asia
6,Epidemiology,High Burden Regions 3,Sub-Saharan Africa
6,Epidemiology,High Risk Groups 1,Children 5–15 years
6,Epidemiology,High Risk Groups 2,Children under 5 years
6,Epidemiology,High Risk Groups 3,Elderly
6,Epidemiology,High Risk Groups 4,Immunocompromised
6,Epidemiology,High Risk Groups 5,Low socioeconomic populations
6,Epidemiology,Seasonality,Higher incidence during rainy/summer seasons
6,Transmission,Primary Route,Fecal–oral
6,Transmission > Cycles,Short Cycle,Food handlers and household spread
6,Transmission > Cycles,Long Cycle,Contaminated water sources
6,Transmission,Risk Factors 1,Unsafe drinking water
6,Transmission,Risk Factors 2,Poor sanitation
6,Transmission,Risk Factors 3,Inadequate hand hygiene
6,Transmission,Risk Factors 4,Street food consumption
6,Transmission,Risk Factors 5,Chronic carriers
6,Pathogenesis,Entry,Ingestion of contaminated food or water
6,Pathogenesis,Intestinal Phase,Invasion of Peyer’s patches in terminal ileum
6,Pathogenesis,Systemic Phase,Intracellular survival in macrophages
6,Pathogenesis,Secondary Bacteremia,Clinical illness onset
6,Pathogenesis,Gallbladder Colonization,Source of relapse and chronic carriage
6,Incubation Period,Average,7–14 days
6,Incubation Period,Range,3–60 days
6,Clinical Features,General 1,Prolonged fever
6,Clinical Features,General 2,Headache
6,Clinical Features,General 3,Malaise
6,Clinical Features,General 4,Anorexia
6,Clinical Features,General 5,Weight loss
6,Clinical Features,Gastrointestinal 1,Abdominal pain
6,Clinical Features,Gastrointestinal 2,Diarrhea (more common in children)
6,Clinical Features,Gastrointestinal 3,Constipation (more common in adults)
6,Clinical Features,Gastrointestinal 4,Nausea
6,Clinical Features,Gastrointestinal 5,Vomiting
6,Clinical Features,Physical Signs 1,Hepatomegaly
6,Clinical Features,Physical Signs 2,Splenomegaly
6,Clinical Features,Physical Signs 3,Relative bradycardia
6,Clinical Features,Physical Signs 4,Rose spots (transient maculopapular rash)
6,Clinical Features,Neurological 1,Delirium
6,Clinical Features,Neurological 2,Encephalopathy
6,Clinical Features,Neurological 3,Meningitis (rare)
6,Complications,Overall Rate,10–15%
6,Complications,Intestinal 1,Intestinal hemorrhage
6,Complications,Intestinal 2,Intestinal perforation (terminal ileum)
6,Complications,Systemic 1,Sepsis
6,Complications,Systemic 2,Shock
6,Complications,Systemic 3,Myocarditis
6,Complications,Systemic 4,Hepatitis
6,Complications,Systemic 5,Pneumonia
6,Complications,Systemic 6,Acute kidney injury
6,Complications,Systemic 7,Disseminated intravascular coagulation
6,Complications > Mortality,Treated,<1–2%
6,Complications > Mortality,Untreated,10–20%
6,Complications > Mortality,With Perforation,18–43%
6,Carrier State,Definition,Excretion of Salmonella Typhi for >12 months
6,Carrier State,Prevalence,2–5%
6,Carrier State,Risk Factors 1,Gallstones
6,Carrier State,Risk Factors 2,Older age
6,Carrier State,Risk Factors 3,Female sex
6,Carrier State,Public Health Impact 1,Sustained transmission
6,Carrier State,Public Health Impact 2,Foodborne outbreaks
6,Carrier State,Public Health Impact 3,Increased gallbladder cancer risk
6,Diagnosis,Clinical Challenge,Non-specific febrile illness
6,Diagnosis > Laboratory Confirmation > Blood Culture,Gold Standard,True
6,Diagnosis > Laboratory Confirmation > Blood Culture,Sensitivity,40–70%
6,Diagnosis > Laboratory Confirmation > Blood Culture,Best Time,First week of illness
6,Diagnosis > Laboratory Confirmation > Bone Marrow Culture,Sensitivity,>80%
6,Diagnosis > Laboratory Confirmation > Bone Marrow Culture,Use Case,Prior antibiotic exposure
6,Diagnosis > Laboratory Confirmation,Stool And Urine Culture,Useful for carrier detection
6,Diagnosis > Serology > Widal Test,Role,Supportive only
6,Diagnosis > Serology > Widal Test,Limitations 1,Low specificity
6,Diagnosis > Serology > Widal Test,Limitations 2,Cross-reactivity
6,Diagnosis > Serology > Widal Test,Limitations 3,Baseline titers in endemic areas
6,Diagnosis > Molecular Tests,Pcr,"Limited availability, research use"
6,Treatment,Principles 1,Early antibiotic therapy
6,Treatment,Principles 2,Do not delay treatment awaiting cultures
6,Treatment,Principles 3,"Supportive care (hydration, nutrition)"
6,Treatment > Recommended Antibiotics,Uncomplicated 1,Azithromycin
6,Treatment > Recommended Antibiotics,Uncomplicated 2,Cefixime
6,Treatment > Recommended Antibiotics,Severe Or Hospitalized 1,Ceftriaxone
6,Treatment > Recommended Antibiotics,Severe Or Hospitalized 2,Cefotaxime
6,Treatment > Recommended Antibiotics,Extensively Drug Resistant 1,Azithromycin
6,Treatment > Recommended Antibiotics,Extensively Drug Resistant 2,Meropenem
6,Treatment > Treatment Duration,Standard,10–14 days
6,Treatment > Treatment Duration,Azithromycin,7 days
6,Treatment > Steroids,Indication 1,Shock
6,Treatment > Steroids,Indication 2,Severe encephalopathy
6,Treatment > Steroids,Drug,Dexamethasone
6,Antimicrobial Resistance,Mdr Definition,"Resistance to ampicillin, chloramphenicol, TMP-SMX"
6,Antimicrobial Resistance,Fluoroquinolone Resistance,Common in Asia
6,Antimicrobial Resistance,Xdr Definition,Resistance to first-line + fluoroquinolones + cephalosporins
6,Antimicrobial Resistance,Public Health Concern,Emerging ceftriaxone resistance
6,Prevention,Water And Sanitation 1,Safe drinking water
6,Prevention,Water And Sanitation 2,Improved sanitation
6,Prevention,Water And Sanitation 3,Sewage treatment
6,Prevention,Food Safety 1,Hand hygiene
6,Prevention,Food Safety 2,Safe food preparation
6,Prevention,Food Safety 3,Food handler screening
6,Prevention > Vaccination,Available Vaccines 1,Typhoid conjugate vaccine (TCV)
6,Prevention > Vaccination,Available Vaccines 2,Vi polysaccharide vaccine
6,Prevention > Vaccination,Available Vaccines 3,Ty21a oral vaccine
6,Prevention > Vaccination,Who Recommendation 1,Routine use in endemic regions
6,Prevention > Vaccination,Who Recommendation 2,Outbreak response
6,Prevention > Vaccination,Who Recommendation 3,Travelers to endemic areas
6,Public Health And Surveillance,Notifiable Disease,True
6,Public Health And Surveillance,Control Measures 1,Case reporting
6,Public Health And Surveillance,Control Measures 2,Outbreak investigation
6,Public Health And Surveillance,Control Measures 3,Carrier identification
6,Public Health And Surveillance,Control Measures 4,Vaccination campaigns
6,General,Chatbot Intents 1,What is typhoid fever?
6,General,Chatbot Intents 2,How does typhoid spread?
6,General,Chatbot Intents 3,Symptoms of typhoid
6,General,Chatbot Intents 4,Complications
6,General,Chatbot Intents 5,Diagnosis methods
6,General,Chatbot Intents 6,Treatment options
6,General,Chatbot Intents 7,Antibiotic resistance
6,General,Chatbot Intents 8,Carrier state
6,General,Chatbot Intents 9,Vaccination information
6,General,Chatbot Intents 10,Prevention tips
6,General,Chatbot Intents 11,Public health reporting
7,Meta,Knowledge Type,Medical
7,Meta,Topic,Enteric (Typhoid) Fever
7,Meta,Version,Final-Master
7,Meta,Last Updated,2026
7,Meta,Sources 1,WHO / WER reports
7,Meta,Sources 2,IAP Standard Treatment Guidelines
7,Meta,Sources 3,NICD Manuals
7,Meta,Sources 4,WFSA Anaesthesia Tutorials
7,Meta,Sources 5,National surveillance documents
7,Meta,Sources 6,Uploaded PDFs (throyidfever series)
7,Meta,Disclaimer,For education and chatbot assistance only. Not a substitute for medical diagnosis or treatment.
7,Disease Profile,Name,Enteric Fever
7,Disease Profile,Common Name,Typhoid Fever
7,Disease Profile,Synonyms 1,Typhoid
7,Disease Profile,Synonyms 2,Paratyphoid Fever
7,Disease Profile > Causative Agents,Typhoid,Salmonella enterica serovar Typhi
7,Disease Profile > Causative Agents,Paratyphoid 1,Salmonella Paratyphi A
7,Disease Profile > Causative Agents,Paratyphoid 2,Salmonella Paratyphi B
7,Disease Profile > Causative Agents,Paratyphoid 3,Salmonella Paratyphi C
7,Disease Profile,Reservoir,Humans only
7,Disease Profile > Bacterial Characteristics,Family,Enterobacteriaceae
7,Disease Profile > Bacterial Characteristics,Gram Stain,Gram-negative
7,Disease Profile > Bacterial Characteristics,Shape,Rod-shaped bacillus
7,Disease Profile > Bacterial Characteristics,Motility,Motile (peritrichous flagella)
7,Disease Profile > Bacterial Characteristics,Oxygen Requirement,Facultative anaerobe
7,Disease Profile > Bacterial Characteristics,Fermentation,Non-lactose fermenter
7,Disease Profile > Bacterial Characteristics > Antigens,O,Somatic antigen
7,Disease Profile > Bacterial Characteristics > Antigens,H,Flagellar antigen
7,Disease Profile > Bacterial Characteristics > Antigens > Vi,Presence 1,S. Typhi
7,Disease Profile > Bacterial Characteristics > Antigens > Vi,Presence 2,S. Paratyphi C
7,Disease Profile > Bacterial Characteristics > Antigens > Vi,Functions 1,Virulence factor
7,Disease Profile > Bacterial Characteristics > Antigens > Vi,Functions 2,Immune evasion
7,Disease Profile > Bacterial Characteristics > Antigens > Vi,Functions 3,Associated with chronic carriage
7,Epidemiology > Global Burden,Annual Cases,11–20 million
7,Epidemiology > Global Burden,Annual Deaths,"130,000–160,000"
7,Epidemiology > Global Burden,Case Fatality Treated,<2%
7,Epidemiology > Global Burden,Case Fatality Untreated,10–20%
7,Epidemiology,High Burden Regions 1,South Asia
7,Epidemiology,High Burden Regions 2,Southeast Asia
7,Epidemiology,High Burden Regions 3,Sub-Saharan Africa
7,Epidemiology,High Risk Groups 1,Children 5–15 years
7,Epidemiology,High Risk Groups 2,Children under 5 years
7,Epidemiology,High Risk Groups 3,Elderly
7,Epidemiology,High Risk Groups 4,Immunocompromised
7,Epidemiology,High Risk Groups 5,Low socioeconomic populations
7,Epidemiology,High Risk Groups 6,People with low gastric acidity
7,Epidemiology,Seasonality,Increased during rainy/summer seasons
7,Transmission,Route,Fecal–oral
7,Transmission > Transmission Cycles,Short Cycle,Person-to-person via food handlers
7,Transmission > Transmission Cycles,Long Cycle,Environmental contamination of water sources
7,Transmission,Risk Factors 1,Unsafe drinking water
7,Transmission,Risk Factors 2,Poor sanitation
7,Transmission,Risk Factors 3,Poor hand hygiene
7,Transmission,Risk Factors 4,Street food consumption
7,Transmission,Risk Factors 5,Chronic carriers
7,Pathogenesis,Entry,Ingestion of contaminated food or water
7,Pathogenesis,Intestinal Phase,Invasion of Peyer’s patches in terminal ileum
7,Pathogenesis,Systemic Phase,Intracellular multiplication in macrophages
7,Pathogenesis,Secondary Bacteremia,Onset of clinical symptoms
7,Pathogenesis,Gallbladder Colonization,Source of relapse and chronic carriage
7,Incubation Period,Average,7–14 days
7,Incubation Period,Range,3–60 days
7,Clinical Features,General 1,Prolonged fever
7,Clinical Features,General 2,Headache
7,Clinical Features,General 3,Malaise
7,Clinical Features,General 4,Anorexia
7,Clinical Features,General 5,Weight loss
7,Clinical Features,General 6,Fatigue
7,Clinical Features > Gastrointestinal,Children 1,Diarrhea
7,Clinical Features > Gastrointestinal,Children 2,Vomiting
7,Clinical Features > Gastrointestinal,Children 3,Abdominal pain
7,Clinical Features > Gastrointestinal,Older Children And Adults 1,Constipation
7,Clinical Features > Gastrointestinal,Older Children And Adults 2,Diarrhea
7,Clinical Features > Gastrointestinal,Older Children And Adults 3,Abdominal discomfort
7,Clinical Features,Physical Signs 1,Hepatomegaly
7,Clinical Features,Physical Signs 2,Splenomegaly
7,Clinical Features,Physical Signs 3,Relative bradycardia
7,Clinical Features,Physical Signs 4,Rose spots (transient maculopapular rash)
7,Clinical Features,Neurological 1,Delirium
7,Clinical Features,Neurological 2,Encephalopathy
7,Clinical Features,Neurological 3,Meningitis (rare)
7,Laboratory Findings,Hematology 1,Normal or low total leukocyte count
7,Laboratory Findings,Hematology 2,Neutrophilia
7,Laboratory Findings,Hematology 3,Eosinopenia (consistent finding)
7,Laboratory Findings,Hematology 4,Thrombocytopenia
7,Laboratory Findings,Biochemistry 1,Mildly elevated transaminases
7,Laboratory Findings,Biochemistry 2,Electrolyte imbalance in severe disease
7,Complications,Overall Rate,10–15%
7,Complications,Intestinal 1,Intestinal hemorrhage
7,Complications,Intestinal 2,Intestinal perforation (terminal ileum)
7,Complications,Systemic 1,Sepsis
7,Complications,Systemic 2,Shock
7,Complications,Systemic 3,Myocarditis
7,Complications,Systemic 4,Hepatitis
7,Complications,Systemic 5,Pneumonia
7,Complications,Systemic 6,Acute kidney injury
7,Complications,Systemic 7,DIC
7,Complications > Mortality,Treated,<2%
7,Complications > Mortality,Untreated,10–20%
7,Complications > Mortality,With Perforation,18–43%
7,Carrier State,Definition,Excretion of Salmonella Typhi for ≥12 months
7,Carrier State,Prevalence,2–5%
7,Carrier State,Risk Factors 1,Gallstones
7,Carrier State,Risk Factors 2,Older age
7,Carrier State,Risk Factors 3,Female sex
7,Carrier State,Public Health Significance 1,Sustained transmission
7,Carrier State,Public Health Significance 2,Foodborne outbreaks
7,Carrier State,Public Health Significance 3,Increased gallbladder cancer risk
7,Diagnosis,Clinical Challenge,Non-specific febrile illness
7,Diagnosis > Laboratory Confirmation > Blood Culture,Gold Standard,True
