Record,Section,Field,Value
7,Prevalence > By Governorate > North,Period Prevalence Percent,80.4
7,Prevalence > By Governorate > North,Point Prevalence Percent,10.3
7,Prevalence > By Governorate > Gaza City,Period Prevalence Percent,33.1
7,Prevalence > By Governorate > Gaza City,Point Prevalence Percent,20.1
7,Prevalence > By Governorate > South,Period Prevalence Percent,33.1
7,Prevalence > By Governorate > South,Point Prevalence Percent,20.9
7,Prevalence > By Residence > Refugee Camps,Period Prevalence Percent,59.2
7,Prevalence > By Residence > Villages,Period Prevalence Percent,31.25
7,Prevalence > By Residence > Cities,Period Prevalence Percent,45.8
7,Child Related Risk Factors > Age,Highest Risk,6 months
7,Child Related Risk Factors > Age,Pattern,Risk increases after 6 months with introduction of complementary feeding
7,Child Related Risk Factors > Sex,Association,No statistically significant difference
7,Child Related Risk Factors > Exclusive Breastfeeding,No Exclusive Breastfeeding Percent Of Cases,63.3
7,Child Related Risk Factors > Exclusive Breastfeeding,Protective Effect,True
7,Child Related Risk Factors > Complementary Feeding,Association,No significant effect on point prevalence
7,Parental And Socioeconomic Factors > Maternal Education,Association,Strong inverse relationship with diarrhea prevalence
7,Parental And Socioeconomic Factors > Maternal Education,Effect,Higher education reduces risk
7,Parental And Socioeconomic Factors > Paternal Education,Association,Not statistically significant
7,Parental And Socioeconomic Factors > Family Income > Low Income Less Than 1000 Nis,Higher Period Prevalence,True
7,Parental And Socioeconomic Factors > Parental Employment,Association,No significant effect
7,Housing And Environmental Factors > Water Source > Mobile Tankers,Higher Period Prevalence,True
7,Housing And Environmental Factors > Refrigerator Availability > Absence,Higher Point Prevalence,True
7,Housing And Environmental Factors > Sewage System > Open Sewage,Trend,Higher prevalence
7,Housing And Environmental Factors > Animal Breeding,Associated Animals 1,Sheep
7,Housing And Environmental Factors > Animal Breeding,Associated Animals 2,Rabbits
7,Housing And Environmental Factors > Animal Breeding,Associated Animals 3,Birds
7,Housing And Environmental Factors > Animal Breeding,Associated Animals 4,Dogs
7,Housing And Environmental Factors > Animal Breeding,Effect,Significant increase in diarrheal episodes
7,Hygienic Practices > Handwashing Children > With Water Only,Protective Effect,True
7,Hygienic Practices > Handwashing Children > With Soap And Water,Strong Protective Effect,True
7,Hygienic Practices > Water Tank Cleaning > Drinking Water Tanks,Reduced Diarrhea,True
7,Hygienic Practices > Water Tank Cleaning > Domestic Water Tanks,Reduced Diarrhea,True
7,Clinical Features Reported > Frequency Of Stools,Three Or More Times Percent,45.1
7,Clinical Features Reported,Abdominal Pain Or Colic Percent,80.4
7,Clinical Features Reported,Blood In Stool Percent,34.2
7,Clinical Features Reported,Vomiting Percent,51.1
7,Clinical Features Reported,Contact With Diarrheal Case Percent,36.7
7,Clinical Features Reported > Dehydration Status,None Percent,93.0
7,Clinical Features Reported > Dehydration Status,Weak Percent,28.5
7,Clinical Features Reported > Dehydration Status,Moderate Percent,30.5
7,Clinical Features Reported > Dehydration Status,Severe Percent,2.7
7,Home Management Practices,Increased Fluids Percent,62.1
7,Home Management Practices,Ors Use Percent,54.0
7,Home Management Practices,Anti Diarrheal Drugs Percent,61.4
7,Home Management Practices,Herbal Remedies Percent,40.3
7,Home Management Practices,Commonly Used Herbs 1,Chamomile
7,Home Management Practices,Commonly Used Herbs 2,Ginger
7,Home Management Practices,Commonly Used Herbs 3,Caraway
7,Home Management Practices,Commonly Used Herbs 4,Anise oil
7,Home Management Practices,Potentially Harmful Practices 1,Use of volatile oils with estrogenic effects
7,Home Management Practices,Potentially Harmful Practices 2,Overuse of anti-diarrheal drugs
7,Knowledge And Beliefs > Perceived Causes,Contaminated Food,67.0
7,Knowledge And Beliefs > Perceived Causes,Teething,47.1
7,Knowledge And Beliefs > Perceived Causes,Common Cold,69.6
7,Knowledge And Beliefs,Misconceptions 1,Teething as a primary cause
7,Knowledge And Beliefs,Misconceptions 2,Common cold causing diarrhea
7,Information Sources,Primary,Primary health care centers
7,Information Sources,Secondary 1,Television
7,Information Sources,Secondary 2,Friends
7,Information Sources,Secondary 3,Internet
7,Information Sources,Secondary 4,Magazines
7,Public Health Implications,Key Drivers 1,Poor water quality
7,Public Health Implications,Key Drivers 2,Poor sanitation
7,Public Health Implications,Key Drivers 3,Overcrowding
7,Public Health Implications,Key Drivers 4,Post-conflict displacement
7,Public Health Implications,Critical Gaps 1,Inappropriate drug use
7,Public Health Implications,Critical Gaps 2,Low ORS utilization
7,Public Health Implications,Critical Gaps 3,Persistent misconceptions
7,Chatbot Intents,Epidemiology 1,diarrhea_prevalence_in_children
7,Chatbot Intents,Epidemiology 2,risk_factors_in_conflict_zones
7,Chatbot Intents,Symptom Check 1,does_my_child_have_diarrhea
7,Chatbot Intents,Symptom Check 2,signs_of_dehydration
7,Chatbot Intents,Treatment Guidance 1,how_to_use_ors
7,Chatbot Intents,Treatment Guidance 2,safe_home_management
7,Chatbot Intents,Prevention 1,importance_of_breastfeeding
7,Chatbot Intents,Prevention 2,handwashing_and_water_safety
7,Chatbot Intents,Myth Busting 1,does_teething_cause_diarrhea
7,Chatbot Intents,Myth Busting 2,are_herbal_remedies_safe
8,Kb Metadata,Domain,global_health
8,Kb Metadata,Topic,diarrhoeal_disease_global_burden
8,Kb Metadata > Source,Journal,Bulletin of the World Health Organization
8,Kb Metadata > Source,Year,2003
8,Kb Metadata > Source,Volume,81
8,Kb Metadata > Source,Issue,3
8,Kb Metadata > Source,Pages,197–204
8,Kb Metadata > Source,Authors 1,Margaret Kosek
8,Kb Metadata > Source,Authors 2,Caryn Bern
8,Kb Metadata > Source,Authors 3,Richard L. Guerrant
8,Kb Metadata > Source,Study Type,Structured literature review and meta-analysis
8,Case Definition,Standard,Three or more loose stools in a 24-hour period
8,Case Definition,Study Variations 1,≥2 loose stools/day
8,Case Definition,Study Variations 2,≥3 loose stools/day
8,Case Definition,Study Variations 3,≥4 loose stools/day
8,Case Definition,Study Variations 4,Caretaker-defined diarrhoea
8,Case Definition,Notes,Variation in definitions affects incidence estimates
8,Global Morbidity,Median Episodes Under 5 Per Year,3.2
8,Global Morbidity > Age Specific Incidence,0 5 Months,2.7
8,Global Morbidity > Age Specific Incidence,6 11 Months,4.8
8,Global Morbidity > Age Specific Incidence,1 Year,3.9
8,Global Morbidity > Age Specific Incidence,2 Years,2.6
8,Global Morbidity > Age Specific Incidence,3 Years,1.5
8,Global Morbidity > Age Specific Incidence,4 Years,1.4
8,Global Morbidity,Pattern,Highest incidence in infants 6–11 months; steady decline with age
8,Global Morbidity,Trend Over Decades,No significant decline in morbidity since 1950s
8,Global Mortality,Median Mortality Rate Under 5 Per 1000 Per Year,4.9
8,Global Mortality > Age Specific Mortality Per 1000,Under 1 Year,8.5
8,Global Mortality > Age Specific Mortality Per 1000,1 4 Years,3.8
8,Global Mortality > Annual Child Deaths Estimate,Median,2500000
8,Global Mortality > Annual Child Deaths Estimate,Range 25 75 Percentile,2.1–4.7 million
8,Global Mortality,Share Of Under 5 Deaths Percent,21
8,Global Mortality > Trend,1955 1979,13.6
8,Global Mortality > Trend,1980 1989,5.6
8,Global Mortality > Trend,1992 2000,4.9
8,Global Mortality > Trend,Interpretation,"Substantial mortality decline, especially in infants"
8,Case Fatality,Estimated Overall Percent,0.15
8,Case Fatality > Comparison,1982,0.6
8,Case Fatality > Comparison,1992,0.3
8,Case Fatality,Key Driver Of Decline,Increased use of oral rehydration therapy
8,Geographical Focus,Regions Covered 1,Sub-Saharan Africa
8,Geographical Focus,Regions Covered 2,South-East Asia
8,Geographical Focus,Regions Covered 3,Eastern Mediterranean
8,Geographical Focus,Regions Covered 4,Western Pacific
8,Geographical Focus,Regions Covered 5,Latin America
8,Geographical Focus,China Included,True
8,Geographical Focus,Data Limitation,Sparse vital registration in many regions
8,Surveillance Characteristics > Morbidity Studies,Count,27
8,Surveillance Characteristics > Morbidity Studies,Method,Prospective active surveillance
8,Surveillance Characteristics > Morbidity Studies,Follow Up Frequency 1,Daily
8,Surveillance Characteristics > Morbidity Studies,Follow Up Frequency 2,2–3 times per week
8,Surveillance Characteristics > Morbidity Studies,Follow Up Frequency 3,Weekly
8,Surveillance Characteristics > Mortality Studies,Count,34
8,Surveillance Characteristics > Mortality Studies,Countries,21
8,Surveillance Characteristics > Mortality Studies,Method,Active surveillance with verbal autopsy
8,Key Findings > Mortality Vs Morbidity,Mortality,Declining
8,Key Findings > Mortality Vs Morbidity,Morbidity,Persistently high
8,Key Findings,Population Growth Effect,Total disease burden remains high despite mortality decline
8,Key Findings,Highest Risk Age,Infants under 1 year
8,Major Contributing Factors,Protective 1,Oral rehydration therapy
8,Major Contributing Factors,Protective 2,Improved breastfeeding
8,Major Contributing Factors,Protective 3,Better sanitation
8,Major Contributing Factors,Protective 4,Measles immunization
8,Major Contributing Factors,Risk Amplifiers 1,Malnutrition
8,Major Contributing Factors,Risk Amplifiers 2,HIV infection
8,Major Contributing Factors,Risk Amplifiers 3,Persistent diarrhoea
8,Major Contributing Factors,Risk Amplifiers 4,Dysentery
8,Diarrhoea Clinical Syndromes > Acute Watery,Mortality Role,Primary cause historically
8,Diarrhoea Clinical Syndromes > Acute Watery,Current Trend,Declining proportion of deaths
8,Diarrhoea Clinical Syndromes > Dysentery,Trend,Increasing share of diarrhoeal deaths where ORT is common
8,Diarrhoea Clinical Syndromes > Persistent Diarrhoea,Impact 1,Higher mortality risk
8,Diarrhoea Clinical Syndromes > Persistent Diarrhoea,Impact 2,Long-term growth impairment
8,Nutrition Interaction,Relationship,Bidirectional
8,Nutrition Interaction,Effects Of Malnutrition 1,Longer duration of diarrhoea
8,Nutrition Interaction,Effects Of Malnutrition 2,Higher mortality risk
8,Nutrition Interaction,Global Trend,Decline in stunting except in East Africa
8,Hiv Context > Children,Effects 1,Higher incidence
8,Hiv Context > Children,Effects 2,Longer duration
8,Hiv Context > Children,Effects 3,Increased severity
8,Hiv Context > Children,Effects 4,Higher mortality
8,Hiv Context > Adults,Major Issue,Chronic diarrhoea
8,Hiv Context,Note,Overall burden underestimated in high-HIV regions
8,Public Health Implications,Priority Actions 1,Syndrome-based diarrhoea classification
8,Public Health Implications,Priority Actions 2,Improved management of dysentery and persistent diarrhoea
8,Public Health Implications,Priority Actions 3,Expanded ORT coverage
8,Public Health Implications,Priority Actions 4,Integrated management of childhood illness (IMCI)
8,Public Health Implications,Surveillance Recommendation,Classify diarrhoea by syndrome at population level
8,Limitations,Data Gaps 1,Sparse vital registration
8,Limitations,Data Gaps 2,Variable verbal autopsy accuracy
8,Limitations,Data Gaps 3,Non-representative study sites
8,Limitations,Uncertainty,Regional estimates subject to wide confidence ranges
8,Chatbot Intents,Epidemiology 1,global_diarrhoea_burden
8,Chatbot Intents,Epidemiology 2,diarrhoea_deaths_in_children
8,Chatbot Intents,Epidemiology 3,incidence_of_diarrhoea_under_five
8,Chatbot Intents,Trend Analysis 1,is_diarrhoea_mortality_declining
8,Chatbot Intents,Trend Analysis 2,why_diarrhoea_cases_are_still_high
8,Chatbot Intents,Risk Explanation 1,why_infants_are_most_at_risk
8,Chatbot Intents,Risk Explanation 2,role_of_malnutrition_and_hiv
8,Chatbot Intents,Policy And Prevention 1,impact_of_ors
8,Chatbot Intents,Policy And Prevention 2,imci_approach_explained
9,Kb Metadata,Domain,global_public_health
9,Kb Metadata,Topic,diarrheal_disease
9,Kb Metadata > Source,Title,Diarrheal Disease: Solutions to Defeat a Global Killer
9,Kb Metadata > Source,Organization,PATH
9,Kb Metadata > Source,Type,Global health policy and intervention report
9,Kb Metadata,Intended Chatbot Use 1,health_education
9,Kb Metadata,Intended Chatbot Use 2,community_awareness
9,Kb Metadata,Intended Chatbot Use 3,policy_support
9,Kb Metadata,Intended Chatbot Use 4,intervention_guidance
9,Kb Metadata,Intended Chatbot Use 5,ngo_program_support
9,Core Definition,Who Definition,"Passage of three or more loose or liquid stools per day, or more frequently than is normal for the individual."
9,Core Definition,Disease Nature,"Symptom of gastrointestinal infection caused by bacterial, viral, or parasitic organisms"
9,Core Definition,Primary Transmission,Fecal–oral route
9,Global Burden,Annual Child Deaths,1600000
9,Global Burden,Daily Child Deaths,4000
9,Global Burden,Rank Under Five,Second leading cause of death
9,Global Burden,Share Of Deaths In Developing Countries Percent,90
9,Global Burden,Hospitalizations,Millions annually
9,Global Burden,Most Affected Regions 1,Sub-Saharan Africa
9,Global Burden,Most Affected Regions 2,South Asia
9,Global Burden,Most Affected Regions 3,Low-income and fragile settings
9,Disease Impact,Short Term 1,Severe dehydration
9,Disease Impact,Short Term 2,Electrolyte imbalance
9,Disease Impact,Short Term 3,Shock
9,Disease Impact,Short Term 4,Death
9,Disease Impact,Long Term 1,Malnutrition
9,Disease Impact,Long Term 2,Stunted growth
9,Disease Impact,Long Term 3,Reduced cognitive development
9,Disease Impact,Long Term 4,Increased susceptibility to future infections
9,Disease Impact > Nutrition Interaction,Relationship,Bidirectional
9,Disease Impact > Nutrition Interaction,Note,Many children dying of diarrhea would survive if adequately nourished
9,Risk Factors,Environmental 1,Unsafe drinking water
9,Risk Factors,Environmental 2,Poor sanitation
9,Risk Factors,Environmental 3,Open defecation
9,Risk Factors,Environmental 4,Contaminated food
9,Risk Factors,Behavioral 1,Poor hand hygiene
9,Risk Factors,Behavioral 2,Unsafe infant feeding practices
9,Risk Factors,Behavioral 3,Improper water storage
9,Risk Factors,Biological 1,Young age
9,Risk Factors,Biological 2,Malnutrition
9,Risk Factors,Biological 3,Weakened immune system
9,Risk Factors,Biological 4,Lack of exclusive breastfeeding
9,Risk Factors,Socioeconomic 1,Poverty
9,Risk Factors,Socioeconomic 2,Limited education
9,Risk Factors,Socioeconomic 3,Limited access to healthcare
9,Clinical Syndromes > Acute Watery Diarrhea,Risk,Rapid dehydration
9,Clinical Syndromes > Acute Watery Diarrhea,Common Pathogens 1,Rotavirus
9,Clinical Syndromes > Acute Watery Diarrhea,Common Pathogens 2,Enterotoxigenic E. coli (ETEC)
9,Clinical Syndromes > Acute Watery Diarrhea,Common Pathogens 3,Vibrio cholerae
9,Clinical Syndromes > Persistent Diarrhea,Duration,>14 days
9,Clinical Syndromes > Persistent Diarrhea,Association 1,Malnutrition
9,Clinical Syndromes > Persistent Diarrhea,Association 2,High mortality risk
9,Clinical Syndromes > Bloody Diarrhea,Alias,Dysentery
9,Clinical Syndromes > Bloody Diarrhea,Association 1,Intestinal damage
9,Clinical Syndromes > Bloody Diarrhea,Association 2,Secondary sepsis
9,Prevention > Water Safety,Problem,"Contamination at source, transport, and point-of-use"
9,Prevention > Water Safety,Solutions 1,Boiling
9,Prevention > Water Safety,Solutions 2,Chlorination
9,Prevention > Water Safety,Solutions 3,Filtration
9,Prevention > Water Safety,Solutions 4,Solar disinfection
9,Prevention > Water Safety,Solutions 5,Household water treatment and safe storage
9,Prevention > Water Safety > Impact,Diarrhea Reduction Percent,30–50
9,Prevention > Sanitation,Methods 1,Covered pit latrines
9,Prevention > Sanitation,Methods 2,Ventilated pit latrines
9,Prevention > Sanitation,Methods 3,Flush/pour toilets
9,Prevention > Sanitation,Methods 4,Community sewer systems
9,Prevention > Sanitation > Impact,Diarrhea Reduction Percent,36
9,Prevention > Hygiene,Key Action,Hand-washing with soap
9,Prevention > Hygiene,Alternatives 1,Ash when soap unavailable
9,Prevention > Hygiene > Impact,Diarrhea Reduction Percent,45
9,Prevention > Hygiene > Impact,Combined With Sanitation Reduction Percent,65
9,Prevention > Infant And Young Child Feeding > Exclusive Breastfeeding,Duration Months,6
9,Prevention > Infant And Young Child Feeding > Exclusive Breastfeeding > Mortality Protection,Non Breastfed Under 2 Months Risk Multiplier,25
9,Prevention > Infant And Young Child Feeding > Exclusive Breastfeeding > Mortality Protection,Cow Milk Risk Multiplier,18
9,Prevention > Infant And Young Child Feeding > Continued Breastfeeding,Recommended Until Months,24
9,Prevention > Infant And Young Child Feeding > Continued Breastfeeding,Benefits 1,Faster recovery
9,Prevention > Infant And Young Child Feeding > Continued Breastfeeding,Benefits 2,Reduced dehydration
9,Prevention > Infant And Young Child Feeding > Continued Breastfeeding,Benefits 3,Prevention of weight loss
9,Prevention > Vaccination > Rotavirus,Importance,Leading cause of severe diarrhea
9,Prevention > Vaccination > Rotavirus,Annual Deaths,500000
9,Prevention > Vaccination > Rotavirus,Vaccine Efficacy Against Severe Percent,90–100
9,Prevention > Vaccination > Rotavirus > Potential Lives Saved,Annual,225000
9,Prevention > Vaccination > Rotavirus > Potential Lives Saved,20 Years,2500000
9,Treatment > Oral Rehydration Therapy,Components 1,Clean water
9,Treatment > Oral Rehydration Therapy,Components 2,Sugar
9,Treatment > Oral Rehydration Therapy,Components 3,Salt
9,Treatment > Oral Rehydration Therapy > Effectiveness,Dehydration Reversal Percent,90
9,Treatment > Oral Rehydration Therapy > Effectiveness,Lives Saved Since 1970S,50000000
9,Treatment > Oral Rehydration Therapy,Cost Usd,<0.30
9,Treatment > Oral Rehydration Therapy > Low Osmolarity Ors,Benefits 1,33% less IV fluid need
9,Treatment > Oral Rehydration Therapy > Low Osmolarity Ors,Benefits 2,25% less stool volume
9,Treatment > Oral Rehydration Therapy > Low Osmolarity Ors,Benefits 3,30% less vomiting
9,Treatment > Oral Rehydration Therapy > Low Osmolarity Ors,Recommended By 1,WHO
9,Treatment > Oral Rehydration Therapy > Low Osmolarity Ors,Recommended By 2,UNICEF
9,Treatment > Zinc Supplementation,Recommended Duration Days,10–14
9,Treatment > Zinc Supplementation > Benefits,Acute Duration Reduction Percent,25
9,Treatment > Zinc Supplementation > Benefits,Persistent Duration Reduction Percent,29
9,Treatment > Zinc Supplementation > Benefits,Treatment Failure Or Death Reduction Percent,40
9,Treatment > Zinc Supplementation,Additional Effects 1,Reduced antibiotic misuse
9,Treatment > Zinc Supplementation,Additional Effects 2,Protection against future episodes up to 3 months
9,Treatment > Micronutrients > Vitamin A,Mortality Reduction Diarrhea Percent,32
9,Treatment > Micronutrients > Vitamin A,Overall Child Mortality Reduction Percent,23
9,Treatment Gaps,Children Receiving Recommended Treatment Percent,~33
9,Treatment Gaps,Ors Use Trend,Declining or stagnating in multiple countries
9,Treatment Gaps,Primary Barriers 1,Lack of caregiver confidence
9,Treatment Gaps,Primary Barriers 2,Poor access
9,Treatment Gaps,Primary Barriers 3,Low awareness
9,Treatment Gaps,Primary Barriers 4,Socioeconomic inequality
9,Economic Impact,Health Budget Burden Sub Saharan Africa Percent,12
9,Economic Impact,Gdp Loss Low Income Countries Percent,9
9,Economic Impact,Education Impact 1,School absenteeism
9,Economic Impact,Education Impact 2,Reduced learning outcomes
9,Program Evidence > Egypt Ors Program,Infant Death Reduction Percent,82
9,Program Evidence > Egypt Ors Program,Older Child Death Reduction Percent,62
9,Program Evidence > Malawi School Water Program,Diarrhea Reduction Percent,90
9,Program Evidence > Malawi School Water Program,School Absence Reduction Percent,57
9,Program Evidence > Burundi Ors Social Marketing > Ors Use Increase Percent,Baseline,20
9,Program Evidence > Burundi Ors Social Marketing > Ors Use Increase Percent,Post Campaign,75
9,General,Future Threats 1,Climate change
9,General,Future Threats 2,Flood-related outbreaks
9,General,Future Threats 3,Urban overcrowding
9,General,Future Threats 4,Humanitarian emergencies
9,Strategic Recommendations,Core Principle,Coordinated prevention + treatment approach
9,Strategic Recommendations,Required Actions 1,Reprioritize diarrheal disease globally
9,Strategic Recommendations,Required Actions 2,Scale up ORS and zinc
9,Strategic Recommendations,Required Actions 3,Expand vaccination
9,Strategic Recommendations,Required Actions 4,Invest in water and sanitation
9,Strategic Recommendations,Required Actions 5,Promote behavior change communication
9,Chatbot Intents,Education 1,what_is_diarrheal_disease
9,Chatbot Intents,Education 2,why_diarrhea_is_dangerous
9,Chatbot Intents,Education 3,global_burden_of_diarrhea
9,Chatbot Intents,Prevention Guidance 1,how_to_prevent_diarrhea
9,Chatbot Intents,Prevention Guidance 2,importance_of_handwashing
9,Chatbot Intents,Prevention Guidance 3,role_of_breastfeeding
9,Chatbot Intents,Prevention Guidance 4,water_safety_methods
9,Chatbot Intents,Treatment Guidance 1,how_to_use_ors
9,Chatbot Intents,Treatment Guidance 2,when_to_give_zinc
9,Chatbot Intents,Treatment Guidance 3,is_diarrhea_treatable
9,Chatbot Intents,Policy And Advocacy 1,why_diarrhea_is_neglected
9,Chatbot Intents,Policy And Advocacy 2,cost_effective_interventions
9,Chatbot Intents,Policy And Advocacy 3,impact_of_vaccines
10,Kb Metadata,Domain,clinical_medicine
10,Kb Metadata,Topic,diarrhea
10,Kb Metadata,Source File,Diarrhea.pdf
10,Kb Metadata,Language Variants 1,diarrhea (American English)
10,Kb Metadata,Language Variants 2,diarrhoea / diarrhœa (British English)
10,Kb Metadata,Primary References 1,WHO
10,Kb Metadata,Primary References 2,CDC
10,Kb Metadata,Primary References 3,World Gastroenterology Organization
10,Definition,Who Definition,"Three or more loose or liquid stools per day, or more frequent passage than normal for the individual."
10,Definition,Duration Typical,Several days
10,Definition,Normal Variants 1,Loose stools in exclusively breastfed infants
10,Classification > By Duration > Acute,Duration,<14 days
10,Classification > By Duration > Acute,Subtype,Acute Watery Diarrhea (AWD)
10,Classification > By Duration > Persistent,Duration,14–28 days
10,Classification > By Duration > Chronic,Duration,>4 weeks
10,Classification > By Stool Characteristics,Watery,No visible blood
10,Classification > By Stool Characteristics > Bloody,Alias,Dysentery
10,Classification > By Stool Characteristics > Bloody,Indicates,Mucosal invasion
10,Classification > By Mechanism > Secretory,Mechanism,Increased secretion or reduced absorption of electrolytes
10,Classification > By Mechanism > Secretory,Key Feature,Persists during fasting
10,Classification > By Mechanism > Secretory,Classic Example,Cholera
10,Classification > By Mechanism > Osmotic,Mechanism,Unabsorbed solutes draw water into bowel
10,Classification > By Mechanism > Osmotic,Resolves When Fasting,True
10,Classification > By Mechanism > Osmotic,Examples 1,Lactose intolerance
10,Classification > By Mechanism > Osmotic,Examples 2,Excess sorbitol
10,Classification > By Mechanism > Osmotic,Examples 3,Fructose malabsorption
10,Classification > By Mechanism > Exudative,Mechanism,Blood and pus leakage due to inflammation
10,Classification > By Mechanism > Exudative,Examples 1,Ulcerative colitis
10,Classification > By Mechanism > Exudative,Examples 2,Severe bacterial infection
10,Classification > By Mechanism > Inflammatory,Mechanism,Mucosal damage with protein-rich fluid loss
10,Classification > By Mechanism > Inflammatory,Examples 1,Crohn’s disease
10,Classification > By Mechanism > Inflammatory,Examples 2,Infectious enteritis
10,Classification > By Mechanism > Inflammatory,Examples 3,Tuberculosis
10,Epidemiology,Annual Global Cases,1.7–5 billion
10,Epidemiology,Global Deaths 2019,1530000
10,Epidemiology > Trend,1990 Deaths,2900000
10,Epidemiology > Trend,2021 Rank,13th leading cause of death globally
10,Epidemiology > Trend,Overall,"Mortality declining, morbidity remains high"
10,Epidemiology > Children Under 5,Burden,Second leading cause of death
10,Epidemiology > Children Under 5,Average Episodes Per Year Developing Countries,3
10,Etiology > Infectious > Viral,Children Under 5 1,Rotavirus (≈40% of cases)
10,Etiology > Infectious > Viral,Children Under 5 2,Adenovirus 40/41
10,Etiology > Infectious > Viral,Children Under 5 3,Astrovirus
10,Etiology > Infectious > Viral,Adults 1,Norovirus
10,Etiology > Infectious,Bacterial 1,Shigella
10,Etiology > Infectious,Bacterial 2,Salmonella
10,Etiology > Infectious,Bacterial 3,Campylobacter
10,Etiology > Infectious,Bacterial 4,"Escherichia coli (ETEC, EPEC, EAEC, STEC)"
10,Etiology > Infectious,Bacterial 5,Vibrio cholerae
10,Etiology > Infectious,Bacterial 6,Clostridioides difficile
10,Etiology > Infectious,Parasitic 1,Giardia
10,Etiology > Infectious,Parasitic 2,Cryptosporidium
10,Etiology > Infectious,Parasitic 3,Entamoeba histolytica
10,Etiology > Infectious,Parasitic 4,Cyclospora
10,Etiology,Non Infectious 1,Lactose intolerance
10,Etiology,Non Infectious 2,Celiac disease
10,Etiology,Non Infectious 3,Irritable bowel syndrome
10,Etiology,Non Infectious 4,Inflammatory bowel disease
10,Etiology,Non Infectious 5,Hyperthyroidism
10,Etiology,Non Infectious 6,Bile acid malabsorption
10,Etiology,Non Infectious 7,Medication-induced diarrhea
10,Risk Factors,Environmental 1,Unsafe drinking water
10,Risk Factors,Environmental 2,Poor sanitation
10,Risk Factors,Environmental 3,Open defecation
10,Risk Factors,Environmental 4,Flooding and climate change
10,Risk Factors,Biological 1,Young age
10,Risk Factors,Biological 2,Malnutrition
10,Risk Factors,Biological 3,Zinc deficiency
10,Risk Factors,Biological 4,Vitamin A deficiency
10,Risk Factors,Biological 5,Immunodeficiency
10,Risk Factors,Behavioral 1,Poor hand hygiene
10,Risk Factors,Behavioral 2,Unsafe food handling
10,Risk Factors,Behavioral 3,Lack of exclusive breastfeeding
10,Risk Factors > Medications,Note,Over 700 drugs can cause diarrhea
10,Risk Factors > Medications,Common Classes 1,Antibiotics
10,Risk Factors > Medications,Common Classes 2,Laxatives
10,Risk Factors > Medications,Common Classes 3,Antacids
10,Risk Factors > Medications,Common Classes 4,Chemotherapy drugs
10,Clinical Features,Core Symptoms 1,Loose or watery stools
10,Clinical Features,Core Symptoms 2,Increased stool frequency
10,Clinical Features,Core Symptoms 3,Abdominal cramps
10,Clinical Features,Core Symptoms 4,Nausea
10,Clinical Features,Core Symptoms 5,Vomiting
10,Clinical Features,Core Symptoms 6,Fever
10,Clinical Features > Dehydration Signs,Early 1,Thirst
10,Clinical Features > Dehydration Signs,Early 2,Irritability
10,Clinical Features > Dehydration Signs,Early 3,Loss of skin turgor
10,Clinical Features > Dehydration Signs,Severe 1,Decreased urination
10,Clinical Features > Dehydration Signs,Severe 2,Sunken eyes
10,Clinical Features > Dehydration Signs,Severe 3,Rapid heart rate
10,Clinical Features > Dehydration Signs,Severe 4,Low blood pressure
10,Clinical Features > Dehydration Signs,Severe 5,Reduced consciousness
10,Complications,Acute 1,Severe dehydration
10,Complications,Acute 2,Electrolyte imbalance
10,Complications,Acute 3,Kidney impairment
10,Complications,Acute 4,Shock
10,Complications,Long Term 1,Malnutrition
10,Complications,Long Term 2,Stunted growth
10,Complications,Long Term 3,Cognitive impairment
10,Complications,Long Term 4,Reduced quality of life
10,Diagnosis,Routine,Usually clinical; stool cultures often not required
10,Diagnosis,Indications For Testing 1,Bloody diarrhea
10,Diagnosis,Indications For Testing 2,Persistent diarrhea
10,Diagnosis,Indications For Testing 3,Severe disease
10,Diagnosis,Indications For Testing 4,Immunocompromised patients
10,Diagnosis,Indications For Testing 5,Travel-related diarrhea
10,Diagnosis,Tests 1,Stool microscopy and culture
10,Diagnosis,Tests 2,Ova and parasite testing (high-risk only)
10,Diagnosis,Tests 3,C. difficile toxin
10,Diagnosis,Tests 4,Hydrogen breath test
10,Diagnosis,Tests 5,Fecal calprotectin
10,Diagnosis,Tests 6,Colonoscopy (chronic cases)
10,Management,Core Principle,Fluid and electrolyte replacement
10,Management > Oral Rehydration > Ors,Components 1,1 liter clean water
10,Management > Oral Rehydration > Ors,Components 2,3 g salt
10,Management > Oral Rehydration > Ors,Components 3,18 g sugar
10,Management > Oral Rehydration > Ors,Effectiveness,Prevents and reverses dehydration
10,Management > Oral Rehydration,Home Fluids 1,Salted rice water
10,Management > Oral Rehydration,Home Fluids 2,Soup with salt
10,Management > Oral Rehydration,Home Fluids 3,Coconut water (unsweetened)
10,Management > Feeding,Recommendation,Continue normal diet
10,Management > Feeding,Breastfeeding,Always continue
10,Management > Zinc,Children Over 6 Months,Recommended
10,Management > Zinc,Benefits 1,Shorter duration
10,Management > Zinc,Benefits 2,Reduced severity
10,Management > Zinc,Benefits 3,Prevention of recurrence
10,Management > Medications > Antibiotics,Use,Limited to specific bacterial infections
10,Management > Medications > Antibiotics,Avoid In 1,Uncomplicated watery diarrhea
10,Management > Medications > Antibiotics,Avoid In 2,Suspected STEC infection
10,Management > Medications > Antimotility Agents,Example,Loperamide
